@relation R_data_frame

@attribute WeekDay string
@attribute Hour string
@attribute MinuteRange string
@attribute operatingSystem string
@attribute language string
@attribute MobileDeviceInfo string
@attribute MobileDeviceManuf string
@attribute visitNumber numeric
@attribute VisitNumberGroup string
@attribute Source string
@attribute Medium string
@attribute channelGrouping string
@attribute campaign string
@attribute platform string
@attribute AccumAvgTimeonSite numeric
@attribute AccumAvgpageviews numeric
@attribute isFeedCar numeric
@attribute isFeedNadlan numeric
@attribute isFeedSecondHand numeric
@attribute isNadlanRoomsFilter numeric
@attribute isNadlanPriceFilter numeric
@attribute isNadlanShowPhone numeric
@attribute isNadlanCallSeller numeric
@attribute Success numeric

@data
2,22,01-10,Android,he,'Samsung SM-J510F Galaxy J5 (2016)','Samsung ',14,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,3665,56.333333,0,1,0,1,1,0,0,0
2,17,11-20,Android,he,'Samsung GT-I9515 Galaxy S IV','Samsung ',239,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1069.4,29.2,0,1,0,0,0,0,0,0
6,16,51-60,Android,he,'Samsung SM-G935F Galaxy S7 Edge','Samsung ',78,51+,google,organic,'Organic Search',(none),MOBILE_WEB,145.333333,9,0,1,0,1,1,0,0,0
4,15,11-20,Android,he,'Samsung SM-N910F Galaxy Note 4','Samsung ',6,6-10,google,organic,'Organic Search',(none),MOBILE_WEB,318,8,0,1,0,1,0,0,0,0
7,16,21-30,Android,ru,'Samsung SM-G930F Galaxy S7','Samsung ',24,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,190,8,0,1,0,1,1,1,1,0
3,22,01-10,Android,he,'Xiaomi Redmi Note 4','Xiaomi ',49,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,434.777778,16.555556,0,1,0,0,0,0,0,0
4,12,01-10,Android,he,'LG F670S K10','LG ',183,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1177.8,96.3,1,1,0,0,1,0,0,0
6,9,11-20,Android,he,'Samsung SM-J710F Galaxy J7 (2016)','Samsung ',279,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,774.166667,4.833333,0,1,0,1,0,0,0,0
7,14,11-20,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',36,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,425,13,0,1,0,0,0,0,0,0
6,15,11-20,iOS,en,'Apple iPhone','Apple ',19,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,340,20,0,1,0,0,0,0,0,0
7,21,51-60,Android,he,'Xiaomi Redmi Note 4','Xiaomi ',6,6-10,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,733.666667,13,0,1,0,0,1,0,0,0
7,21,11-20,Android,he,'Samsung SM-J700H Galaxy J7','Samsung ',78,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,337.142857,5,0,1,0,1,1,0,0,0
1,18,51-60,Android,he,'LG H815 G4','LG ',360,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1086.352941,35.764706,0,1,0,1,0,0,0,0
1,12,01-10,Android,en,'Samsung SM-N910F Galaxy Note 4','Samsung ',95,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,364.285714,13.142857,0,1,0,1,0,0,0,0
7,14,51-60,iOS,en,'Apple iPhone','Apple ',1,1,google,organic,'Organic Search',(none),MOBILE_WEB,166,10,0,1,0,1,1,0,0,0
5,17,31-40,Android,he,'Xiaomi Redmi Note 3','Xiaomi ',174,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,44,3.25,0,1,0,0,0,0,0,0
4,17,51-60,iOS,ru,'Apple iPhone','Apple ',29,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,169,5.5,0,1,0,0,0,0,0,0
7,21,31-40,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',21,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1008,82.5,0,1,0,1,1,0,0,0
2,8,31-40,iOS,en,'Apple iPhone','Apple ',14,11-20,google,organic,'Organic Search',(none),Unknown,35,1.5,0,0,0,0,0,0,0,1
1,12,31-40,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',2,2,(direct),(none),Direct,(none),Unknown,154,6,0,0,0,0,0,0,0,1
7,16,01-10,iOS,en,'Apple iPhone 6','Apple ',2,2,re_facebook,yad1_re_facebook,(Other),'(not set)',Unknown,76,2,0,0,0,0,0,0,0,1
1,16,31-40,iOS,en,'Apple iPhone','Apple ',4,4-5,(direct),(none),Direct,(none),Unknown,794,3,0,0,0,0,0,0,0,1
2,9,31-40,Android,he,'LG H990 V20','LG ',1,1,(direct),(none),Direct,(none),Unknown,537,11,0,0,0,0,0,0,0,1
3,18,21-30,Android,he,'LG H990 V20','LG ',2,2,(direct),(none),Direct,(none),Unknown,306.5,7.5,0,0,0,0,0,0,0,1
2,20,41-50,iOS,he,'Apple iPhone','Apple ',7,6-10,google,organic,'Organic Search',(none),Unknown,718.5,7,0,0,0,0,0,0,0,1
2,23,21-30,Android,he,'(not set)','(not ',4,4-5,(direct),(none),Direct,(none),Unknown,147,5.5,0,0,0,0,0,0,0,1
7,17,21-30,iOS,he,'Apple iPhone','Apple ',243,51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,2282.25,72.75,0,1,0,0,1,0,0,1
7,15,21-30,iOS,he,'Apple iPhone','Apple ',1,1,(direct),(none),Direct,(none),Unknown,688,13,0,0,0,0,0,0,0,1
4,17,21-30,Android,he,'Samsung SM-G7102 Galaxy Grand 2','Samsung ',431,51+,(direct),(none),Direct,(none),MOBILE_WEB,1472.111111,17.666667,0,0,0,0,0,0,0,1
4,22,01-10,Android,en,'Samsung SM-G920A Galaxy S6','Samsung ',6,6-10,google,organic,'Organic Search',(none),MOBILE_WEB,680,13,0,1,0,0,0,0,0,1
2,5,01-10,Android,he,'LG D802T G2','LG ',23,21-50,(direct),(none),Direct,(none),MOBILE_WEB,2005,78,0,1,0,0,1,0,0,1
1,16,41-50,Android,he,'Samsung SM-N920C Galaxy Note 5','Samsung ',40,21-50,(direct),(none),Direct,(none),Unknown,95.666667,2,0,0,0,0,0,0,0,1
1,14,01-10,iOS,he,'Apple iPhone','Apple ',2,2,google,organic,'Organic Search',(none),Unknown,520,3.5,0,0,0,0,0,0,0,1
6,18,31-40,Android,he,'Samsung SM-G7105 Galaxy Grand 2 LTE','Samsung ',8,6-10,google,organic,'Organic Search',(none),Unknown,756.5,3,0,0,0,0,0,0,0,1
6,7,01-10,Android,he,'Samsung GT-I9500 Galaxy S IV','Samsung ',3,3,(direct),(none),Direct,(none),Unknown,106,3,0,0,0,0,0,0,0,1
3,20,31-40,iOS,fr,'Apple iPhone','Apple ',1,1,(direct),(none),Direct,(none),Unknown,135,2,0,0,0,0,0,0,0,1
7,11,41-50,iOS,he,'Apple iPhone','Apple ',1,1,(direct),(none),Direct,(none),Unknown,133,2,0,0,0,0,0,0,0,1
1,4,01-10,iOS,he,'Apple iPhone','Apple ',2,2,(direct),(none),Direct,(none),Unknown,66.5,1.5,0,0,0,0,0,0,0,1
1,17,21-30,iOS,he,'Apple iPhone','Apple ',3,3,(direct),(none),Direct,(none),Unknown,44.333333,1.333333,0,0,0,0,0,0,0,1
6,11,21-30,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',6,6-10,google,organic,'Organic Search',(none),Unknown,0,1,0,0,0,0,0,0,0,1
6,14,21-30,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',7,6-10,google,organic,'Organic Search',(none),Unknown,0,1,0,0,0,0,0,0,0,1
7,20,41-50,Android,he,'LG LG-H850 G Flex 2','LG ',32,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,2262,48,0,1,0,0,0,0,0,1
1,6,21-30,Android,he,'LG LG-H850 G Flex 2','LG ',33,21-50,google,organic,'Organic Search',(none),Unknown,1131,24.5,0,0,0,0,0,0,0,1
7,13,51-60,Android,he,'Samsung SM-A500YZ Galaxy A5','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,31,3,0,0,0,0,0,0,0,1
5,13,41-50,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',42,21-50,(direct),(none),Direct,(none),Unknown,291,3,0,0,0,0,0,0,0,1
2,15,01-10,Android,he,'Samsung SM-J710F Galaxy J7 (2016)','Samsung ',7,6-10,Whatsapp,Yad1_share,(Other),Yad1,Unknown,737,4,0,0,0,0,0,0,0,1
7,14,11-20,Android,he,'Xiaomi Redmi Note 3','Xiaomi ',3,3,(direct),(none),Direct,(none),Unknown,292,6,0,0,0,0,0,0,0,1
7,14,01-10,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,212,3,0,0,0,0,0,0,0,1
7,19,51-60,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',2,2,(direct),(none),Direct,(none),Unknown,108,2.5,0,0,0,0,0,0,0,1
2,15,51-60,Android,he,'LG H815 G4','LG ',1,1,(direct),(none),Direct,(none),Unknown,1425,2,0,0,0,0,0,0,0,1
4,12,51-60,Android,he,'LG H815 G4','LG ',2,2,(direct),(none),Direct,(none),Unknown,712.5,1.5,0,0,0,0,0,0,0,1
4,21,01-10,Android,he,'LG H815 G4','LG ',3,3,(direct),(none),Direct,(none),Unknown,475,1.333333,0,0,0,0,0,0,0,1
2,15,41-50,Android,ru,'Samsung SM-A310F Galaxy A3','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,57,2,0,0,0,0,0,0,0,1
5,7,41-50,Android,he,'Samsung SM-N920C Galaxy Note 5','Samsung ',14,11-20,(direct),(none),Direct,(none),Unknown,673,13,0,0,0,0,0,0,0,1
2,19,11-20,iOS,he,'Apple iPhone','Apple ',9,6-10,(direct),(none),Direct,(none),Unknown,380,3,0,0,0,0,0,0,0,1
2,13,31-40,iOS,en,'Apple iPhone','Apple ',8,6-10,(direct),(none),Direct,(none),Unknown,590,2,0,0,0,0,0,0,0,1
1,12,31-40,iOS,he,'Apple iPhone','Apple ',1,1,google,organic,'Organic Search',(none),Unknown,32,3,0,0,0,0,0,0,0,1
7,15,11-20,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',4,4-5,(direct),(none),Direct,(none),Unknown,1093,7,0,0,0,0,0,0,0,1
7,18,31-40,Android,he,'Samsung GT-I9301I Galaxy S III Neo+','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,2048,13,0,0,0,0,0,0,0,1
6,19,11-20,iOS,he,'Apple iPhone','Apple ',7,6-10,(direct),(none),Direct,(none),Unknown,164,5,0,0,0,0,0,0,0,1
3,15,21-30,iOS,he,'Apple iPhone','Apple ',10,6-10,(direct),(none),Direct,(none),Unknown,279,4,0,0,0,0,0,0,0,1
5,6,21-30,Android,he,'Samsung SM-G925F Galaxy S6 Edge','Samsung ',8,6-10,(direct),(none),Direct,(none),Unknown,1006,21,0,0,0,0,0,0,0,1
1,14,41-50,Android,he,'LG D855 G3','LG ',5,4-5,google,organic,'Organic Search',(none),Unknown,435,15,0,0,0,0,0,0,0,1
7,19,01-10,Android,he,'Asus ASUS_Z00AD ZenFone 2','Asus ',5,4-5,google,organic,'Organic Search',(none),Unknown,415,29,0,0,0,0,0,0,0,1
3,12,31-40,Android,en,'Samsung SM-G920F Galaxy S6','Samsung ',3,3,Whatsapp,Yad1_share,(Other),Yad1,Unknown,215.666667,4.333333,0,0,0,0,0,0,0,1
7,20,01-10,Android,he,'LG D855 G3','LG ',14,11-20,(direct),(none),Direct,(none),Unknown,90.6,2.4,0,0,0,0,0,0,0,1
1,22,11-20,iOS,he,'Apple iPhone','Apple ',1,1,(direct),(none),Direct,(none),Unknown,815,5,0,0,0,0,0,0,0,1
7,6,41-50,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,273,4,0,0,0,0,0,0,0,1
4,7,31-40,Android,he,'Samsung SM-N910F-ORANGE Galaxy Note 4','Samsung ',4,4-5,google,organic,'Organic Search',(none),Unknown,48,3,0,0,0,0,0,0,0,1
1,19,51-60,iOS,he,'Apple iPhone','Apple ',16,11-20,(direct),(none),Direct,(none),Unknown,96,4,0,0,0,0,0,0,0,1
1,18,21-30,Android,he,'Google Nexus 5X','Google ',13,11-20,google,organic,'Organic Search',(none),Unknown,193,3,0,0,0,0,0,0,0,1
2,9,21-30,Android,en,'Samsung SM-G900F Galaxy S5','Samsung ',13,11-20,google,organic,'Organic Search',(none),Unknown,39,3,0,0,0,0,0,0,0,1
7,18,11-20,Android,he,'Xiaomi Redmi Note 4','Xiaomi ',1,1,(direct),(none),Direct,(none),Unknown,469,2,0,0,0,0,0,0,0,1
1,17,01-10,Android,he,'Samsung SM-J500F Galaxy J5','Samsung ',25,21-50,google,organic,'Organic Search',(none),Unknown,214,7,0,0,0,0,0,0,0,1
4,22,31-40,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',4,4-5,(direct),(none),Direct,(none),Unknown,96,3,0,0,0,0,0,0,0,1
6,20,41-50,iOS,he,'Apple iPhone','Apple ',7,6-10,(direct),(none),Direct,(none),Unknown,183,3,0,0,0,0,0,0,0,1
2,18,21-30,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',3,3,(direct),(none),Direct,(none),Unknown,157,3,0,0,0,0,0,0,0,1
2,19,31-40,Android,he,'LG K420 K10 LTE','LG ',17,11-20,(direct),(none),Direct,(none),Unknown,2237,7,0,0,0,0,0,0,0,1
7,6,51-60,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,100,3,0,0,0,0,0,0,0,1
5,16,01-10,Android,he,'LG F670S K10','LG ',6,6-10,google,organic,'Organic Search',(none),Unknown,170,2,0,0,0,0,0,0,0,1
6,22,51-60,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',2,2,google,organic,'Organic Search',(none),Unknown,315,15,0,0,0,0,0,0,0,1
4,14,41-50,Android,he,'LG H815 G4','LG ',2,2,(direct),(none),Direct,(none),Unknown,695,4,0,0,0,0,0,0,0,1
3,6,01-10,Android,he,'LG D855 G3','LG ',355,51+,google,organic,'Organic Search',(none),MOBILE_WEB,1494.636364,24.545455,0,1,0,1,1,1,1,1
7,6,31-40,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,853,34,0,0,0,0,0,0,0,1
6,23,01-10,Android,ru,'Samsung GT-I9500 Galaxy S IV','Samsung ',4,4-5,(direct),(none),Direct,(none),Unknown,472.5,6,0,0,0,0,0,0,0,1
5,14,41-50,Android,en,'LG D802T G2','LG ',1,1,(direct),(none),Direct,(none),Unknown,133,4,0,0,0,0,0,0,0,1
4,2,41-50,Android,fr,'HOMTOM HT7 Pro','HOMTOM ',1,1,(direct),(none),Direct,(none),Unknown,196,3,0,0,0,0,0,0,0,1
6,23,01-10,Android,he,'Samsung SM-N920C Galaxy Note 5','Samsung ',2,2,(direct),(none),Direct,(none),Unknown,239,10,0,0,0,0,0,0,0,1
4,7,31-40,Android,en,'Samsung SM-J700F Galaxy J7','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,416,6,0,0,0,0,0,0,0,1
5,10,21-30,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',2,2,(direct),(none),Direct,(none),Unknown,188,4,0,0,0,0,0,0,0,1
5,11,11-20,iOS,ru,'Apple iPhone','Apple ',2,2,google,organic,'Organic Search',(none),Unknown,812,13,0,0,0,0,0,0,0,1
2,6,21-30,iOS,he,'Apple iPhone','Apple ',1,1,google,cpc,'Paid Search','yad1 - מתחרים',Unknown,378,17,0,0,0,0,0,0,0,1
3,21,01-10,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,2465,19,0,0,0,0,0,0,0,1
3,10,21-30,iOS,ru,'Apple iPhone','Apple ',2,2,(direct),(none),Direct,(none),Unknown,0,1,0,0,0,0,0,0,0,1
2,9,11-20,Android,en,'Huawei EVA-L09 P9 Standard Edition','Huawei ',1,1,google,organic,'Organic Search',(none),Unknown,131,3,0,0,0,0,0,0,0,1
6,14,01-10,iOS,he,'Apple iPhone','Apple ',1,1,(direct),(none),Direct,(none),Unknown,380,11,0,0,0,0,0,0,0,1
7,20,11-20,Android,he,'Samsung SM-A500F Galaxy A5','Samsung ',2,2,google,organic,'Organic Search',(none),Unknown,298,8,0,0,0,0,0,0,0,1
3,19,51-60,Android,he,'Samsung SM-A500F Galaxy A5','Samsung ',3,3,google,organic,'Organic Search',(none),Unknown,543,22,0,0,0,0,0,0,0,1
5,16,31-40,Android,he,'Samsung SM-J710F Galaxy J7 (2016)','Samsung ',5,4-5,(direct),(none),Direct,(none),Unknown,1549,29,0,0,0,0,0,0,0,1
3,17,21-30,Android,he,'Samsung SM-G935F Galaxy S7 Edge','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,1466,6,0,0,0,0,0,0,0,1
3,7,51-60,iOS,he,'Apple iPhone','Apple ',1,1,(direct),(none),Direct,(none),Unknown,166,3,0,0,0,0,0,0,0,1
5,21,01-10,Android,he,'LG D855 G3','LG ',7,6-10,(direct),(none),Direct,(none),Unknown,123,3,0,0,0,0,0,0,0,1
7,14,11-20,Android,ru,'Xiaomi Redmi Note 3','Xiaomi ',3,3,(direct),(none),Direct,(none),Unknown,525,6,0,0,0,0,0,0,0,1
3,18,31-40,iOS,he,'Apple iPhone','Apple ',13,11-20,(direct),(none),Direct,(none),Unknown,281.666667,3,0,0,0,0,0,0,0,1
1,10,21-30,iOS,he,'Apple iPhone','Apple ',19,11-20,google,organic,'Organic Search',(none),Unknown,1085,19,0,0,0,0,0,0,0,1
7,22,51-60,Android,he,'Xiaomi Redmi Note 4','Xiaomi ',17,11-20,(direct),(none),Direct,(none),Unknown,175,5.5,0,0,0,0,0,0,0,1
3,17,11-20,iOS,he,'Apple iPhone','Apple ',6,6-10,(direct),(none),Direct,(none),Unknown,370,4,0,0,0,0,0,0,0,1
4,18,51-60,Android,he,'Xiaomi Mi 5','Xiaomi ',1,1,(direct),(none),Direct,(none),Unknown,61,3,0,0,0,0,0,0,0,1
3,14,51-60,iOS,he,'Apple iPhone','Apple ',1,1,(direct),(none),Direct,(none),Unknown,107,2,0,0,0,0,0,0,0,1
4,8,51-60,Android,en,'Samsung SM-G900F Galaxy S5','Samsung ',10,6-10,google,organic,'Organic Search',(none),Unknown,58.5,2.5,0,0,0,0,0,0,0,1
2,14,21-30,Android,en,'Samsung SM-J510F Galaxy J5 (2016)','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,274,8,0,0,0,0,0,0,0,1
6,5,31-40,Android,he,'LG D855 G3','LG ',14,11-20,(direct),(none),Direct,(none),Unknown,663,8,0,0,0,0,0,0,0,1
2,20,01-10,Android,he,'LG D855 G3','LG ',3,3,(direct),(none),Direct,(none),Unknown,469,14,0,0,0,0,0,0,0,1
1,15,41-50,Android,he,'Samsung SM-J710F Galaxy J7 (2016)','Samsung ',7,6-10,(direct),(none),Direct,(none),Unknown,132.4,2.2,0,0,0,0,0,0,0,1
5,16,31-40,iOS,en,'Apple iPhone','Apple ',1,1,(direct),(none),Direct,(none),Unknown,284,9,0,0,0,0,0,0,0,1
2,6,41-50,Android,he,'Xiaomi Redmi 3S','Xiaomi ',39,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,867,10,0,1,0,0,0,0,0,1
1,10,41-50,Android,he,'LG H735 G4 Beat','LG ',3,3,re_facebook,yad1_re_facebook,(Other),'(not set)',Unknown,158.333333,6,0,0,0,0,0,0,0,1
3,13,31-40,Android,en,'Samsung SM-G9200 Galaxy S6','Samsung ',1,1,google,organic,'Organic Search',(none),Unknown,71,2,0,0,0,0,0,0,0,1
5,6,11-20,Android,he,'Samsung SM-J710F Galaxy J7 (2016)','Samsung ',32,21-50,(direct),(none),Direct,(none),Unknown,114,8,0,0,0,0,0,0,0,1
4,3,51-60,Android,he,'Samsung SM-G935F Galaxy S7 Edge','Samsung ',2,2,(direct),(none),Direct,(none),Unknown,410,5,0,0,0,0,0,0,0,1
2,19,11-20,Android,he,'LG D855 G3','LG ',344,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,2379.6,32.8,0,1,0,1,1,1,0,1
2,16,31-40,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,136,6,0,0,0,0,0,0,0,1
2,17,01-10,Android,en,'Samsung SM-G925F Galaxy S6 Edge','Samsung ',4,4-5,(direct),(none),Direct,(none),Unknown,101,9,0,0,0,0,0,0,0,1
1,9,31-40,iOS,he,'Apple iPhone','Apple ',779,51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,1558,20.5,0,1,0,1,0,0,0,1
6,6,51-60,iOS,he,'Apple iPhone','Apple ',12,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,1294.8,42.2,0,1,0,1,0,0,0,1
6,9,11-20,iOS,he,'Apple iPhone','Apple ',13,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,1448.5,45.5,0,1,0,1,0,0,0,1
7,19,21-30,Android,he,'Meizu U20','Meizu ',5,4-5,google,organic,'Organic Search',(none),Unknown,461,4,0,0,0,0,0,0,0,1
1,1,51-60,Android,he,'Meizu U20','Meizu ',6,6-10,google,organic,'Organic Search',(none),Unknown,230.5,2.5,0,0,0,0,0,0,0,1
6,0,01-10,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',38,21-50,(direct),(none),Direct,(none),Unknown,0,1,0,0,0,0,0,0,0,1
2,19,51-60,Android,en,'OnePlus A0001 One','OnePlus ',1,1,(direct),(none),Direct,(none),Unknown,270,2,0,0,0,0,0,0,0,1
1,10,21-30,Android,he,'Huawei EVA-L09 P9 Standard Edition','Huawei ',6,6-10,(direct),(none),Direct,(none),Unknown,14.333333,1.666667,0,0,0,0,0,0,0,1
4,20,11-20,Android,he,'LG F670S K10','LG ',2,2,(direct),(none),Direct,(none),Unknown,968,5,0,0,0,0,0,0,0,1
3,18,31-40,Android,en,'Samsung SM-G930F Galaxy S7','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,58,2,0,0,0,0,0,0,0,1
6,16,41-50,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,162,6,0,0,0,0,0,0,0,1
7,22,01-10,Android,he,'Samsung SM-J500F Galaxy J5','Samsung ',7,6-10,(direct),(none),Direct,(none),Unknown,418.666667,3.333333,0,0,0,0,0,0,0,1
7,22,01-10,Android,he,'Samsung SM-J500F Galaxy J5','Samsung ',7,6-10,(direct),(none),Direct,(none),Unknown,418.666667,3.333333,0,0,0,0,0,0,0,1
7,22,01-10,Android,he,'Samsung SM-J500F Galaxy J5','Samsung ',7,6-10,(direct),(none),Direct,(none),Unknown,418.666667,3.333333,0,0,0,0,0,0,0,1
7,22,01-10,Android,he,'Samsung SM-J500F Galaxy J5','Samsung ',7,6-10,(direct),(none),Direct,(none),Unknown,418.666667,3.333333,0,0,0,0,0,0,0,1
4,14,11-20,Android,he,'Samsung SM-N910F Galaxy Note 4','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,79,3,0,0,0,0,0,0,0,1
1,19,31-40,iOS,ru,'Apple iPhone','Apple ',2,2,(direct),(none),Direct,(none),Unknown,353,3,0,0,0,0,0,0,0,1
2,17,31-40,Android,he,'Samsung SM-N920C Galaxy Note 5','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,525,17,0,0,0,0,0,0,0,1
5,13,21-30,Android,he,'LG H840 G5','LG ',1,1,re_facebook,yad1_re_facebook,(Other),'(not set)',Unknown,66,3,0,0,0,0,0,0,0,1
7,6,51-60,Android,he,'Samsung SM-A500F Galaxy A5','Samsung ',7,6-10,(direct),(none),Direct,(none),Unknown,416,10,0,0,0,0,0,0,0,1
6,15,01-10,Android,he,'Samsung SM-E500F Galaxy E5','Samsung ',78,51+,(direct),(none),Direct,(none),Unknown,572,9,0,0,0,0,0,0,0,1
1,8,31-40,Android,he,'(not set)','(not ',44,21-50,Whatsapp,Yad1_share,(Other),Yad1,Unknown,0,1,0,0,0,0,0,0,0,1
7,21,51-60,Android,he,'Samsung SM-N910F Galaxy Note 4','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,58,3,0,0,0,0,0,0,0,1
7,17,01-10,iOS,he,'Apple iPhone','Apple ',1,1,(direct),(none),Direct,(none),Unknown,139,3,0,0,0,0,0,0,0,1
3,17,01-10,iOS,he,'Apple iPhone','Apple ',54,51+,(direct),(none),Direct,(none),Unknown,144,2,0,0,0,0,0,0,0,1
7,11,51-60,iOS,he,'Apple iPhone','Apple ',1,1,google,organic,'Organic Search',(none),MOBILE_WEB,1209,19,0,1,0,0,0,0,0,1
6,18,31-40,Android,he,'LG H815 G4','LG ',2,2,(direct),(none),Direct,(none),Unknown,101,3,0,0,0,0,0,0,0,1
3,19,31-40,Android,he,'Samsung GT-I9505 Galaxy S IV','Samsung ',1,1,re_facebook,yad1_re_facebook,(Other),'(not set)',Unknown,120,3,0,0,0,0,0,0,0,1
3,8,21-30,Android,en,'LG H955 G Flex 2','LG ',1,1,(direct),(none),Direct,(none),Unknown,99,2,0,0,0,0,0,0,0,1
2,16,41-50,Android,he,'Samsung SM-T555 Galaxy Tab A 9.7','Samsung ',1,1,google,organic,'Organic Search',(none),Unknown,428,6,0,0,0,0,0,0,0,1
2,18,41-50,Android,he,'Samsung SM-T555 Galaxy Tab A 9.7','Samsung ',2,2,google,organic,'Organic Search',(none),Unknown,283,4,0,0,0,0,0,0,0,1
3,17,31-40,Android,he,'Huawei Y560-L23 Ascend Y560','Huawei ',10,6-10,google,organic,'Organic Search',(none),MOBILE_WEB,893,14,0,1,0,1,1,0,0,1
7,17,11-20,Android,en,'Samsung SCH i545 Galaxy S4','Samsung ',270,51+,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,2041.4,29.2,0,1,0,0,1,0,0,1
4,8,51-60,iOS,en,'Apple iPhone','Apple ',8,6-10,(direct),(none),Direct,(none),Unknown,151.25,2,0,0,0,0,0,0,0,1
5,11,01-10,Android,ru,'LG D855 G3','LG ',7,6-10,google,organic,'Organic Search',(none),Unknown,391,6,0,0,0,0,0,0,0,1
4,11,41-50,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',2,2,google,organic,'Organic Search',(none),Unknown,139,9,0,0,0,0,0,0,0,1
4,9,21-30,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',1,1,(direct),(none),Direct,(none),Unknown,797,22,0,0,0,0,0,0,0,1
4,11,41-50,iOS,en,'Apple iPhone','Apple ',2,2,(direct),(none),Direct,(none),Unknown,3109,17,0,0,0,0,0,0,0,1
7,20,51-60,Android,he,'OnePlus A3003 3','OnePlus ',1,1,(direct),(none),Direct,(none),Unknown,404,5,0,0,0,0,0,0,0,1
7,17,51-60,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',13,11-20,(direct),(none),Direct,(none),Unknown,164.666667,2,0,0,0,0,0,0,0,1
7,23,11-20,Android,he,'LG H960 V10','LG ',4,4-5,google,organic,'Organic Search',(none),Unknown,111,2,0,0,0,0,0,0,0,1
6,12,11-20,iOS,he,'Apple iPhone','Apple ',4,4-5,(direct),(none),Direct,(none),Unknown,1130,7,0,0,0,0,0,0,0,1
2,21,01-10,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',25,21-50,(direct),(none),Direct,(none),Unknown,1326,48,0,0,0,0,0,0,0,1
3,6,01-10,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',27,21-50,(direct),(none),Direct,(none),Unknown,2308.333333,50,0,0,0,0,0,0,0,1
