@relation R_data_frame

@attribute WeekDay string
@attribute Hour string
@attribute MinuteRange string
@attribute operatingSystem string
@attribute language string
@attribute MobileDeviceInfo string
@attribute MobileDeviceManuf string
@attribute visitNumber numeric
@attribute VisitNumberGroup string
@attribute Source string
@attribute Medium string
@attribute channelGrouping string
@attribute campaign string
@attribute platform string
@attribute AccumAvgTimeonSite numeric
@attribute AccumAvgpageviews numeric
@attribute isFeedCar numeric
@attribute isFeedNadlan numeric
@attribute isFeedSecondHand numeric
@attribute isNadlanRoomsFilter numeric
@attribute isNadlanPriceFilter numeric
@attribute isNadlanShowPhone numeric
@attribute isNadlanCallSeller numeric
@attribute Success numeric

@data
2,11,21-30,Android,he,'LG D802T G2','LG ',60,51+,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,853.65,22.8,0,1,0,0,0,0,0,0
4,14,31-40,Android,he,'Samsung SM-E500F Galaxy E5','Samsung ',221,51+,google,organic,'Organic Search',(none),MOBILE_WEB,333.285714,11.857143,0,1,0,0,0,0,0,0
5,18,31-40,Android,he,'LG H815 G4','LG ',159,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,333.5,16,0,1,0,1,1,0,0,0
1,17,31-40,iOS,he,'Apple iPad','Apple ',4,4-5,(direct),(none),Direct,(none),MOBILE_APP_IOS,1165,25,0,1,0,1,0,0,0,0
6,17,41-50,Android,he,'Meizu M2 Note M2 Note','Meizu ',14,11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,181,13,0,1,0,1,0,0,0,0
2,13,21-30,Android,he,'Samsung SM-J710F Galaxy J7 (2016)','Samsung ',10,6-10,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,1,0,0,0,0,0,0
6,15,21-30,Android,he,'LG H960 V10','LG ',106,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,93,5,0,1,0,1,0,0,0,0
3,15,01-10,Android,he,'LG D855 G3','LG ',93,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,505,7.714286,0,1,0,1,0,0,0,0
7,7,11-20,Android,he,'Huawei CRR-L09 Mate S','Huawei ',6,6-10,google,organic,'Organic Search',(none),MOBILE_WEB,83,3.5,0,1,0,1,1,0,0,0
4,18,01-10,Android,ru,'Huawei EVA-L09 P9 Standard Edition','Huawei ',19,11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1493.8,51.2,0,1,0,1,0,0,0,0
3,10,01-10,iOS,he,'Apple iPhone','Apple ',2,2,google,organic,'Organic Search',(none),MOBILE_WEB,452.5,11,0,1,0,0,0,0,0,0
4,14,11-20,Android,he,'Samsung GT-S6310N Galaxy Young','Samsung ',55,51+,(direct),(none),Direct,(none),MOBILE_WEB,102.5,4,0,1,0,1,0,0,0,0
1,21,21-30,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',1,1,google,organic,'Organic Search',(none),MOBILE_WEB,1276,47,0,1,0,0,1,0,0,0
7,12,11-20,iOS,he,'Apple iPhone','Apple ',6,6-10,(direct),(none),Direct,(none),MOBILE_APP_IOS,614,11.5,0,1,0,1,0,1,0,0
3,14,41-50,Android,he,'LG D620 G2 Mini','LG ',2,2,(direct),(none),Direct,(none),MOBILE_WEB,1078,17,0,1,0,1,0,0,0,0
3,7,31-40,iOS,he,'Apple iPhone','Apple ',116,51+,google,organic,'Organic Search',(none),MOBILE_WEB,658.5,17.25,0,1,0,1,0,0,0,0
6,6,31-40,Android,he,'Samsung SM-N920C Galaxy Note 5','Samsung ',42,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,467.5,2.75,0,1,0,0,1,0,0,0
7,0,41-50,iOS,en,'Apple iPhone','Apple ',2,2,google,organic,'Organic Search',(none),MOBILE_WEB,983,15,0,1,0,0,0,0,0,0
7,18,31-40,Android,he,'Samsung SM-A500F Galaxy A5','Samsung ',1132,51+,(direct),(none),Direct,(none),MOBILE_WEB,685.625,19.875,0,1,0,1,0,0,0,0
4,17,31-40,Android,he,'LG H815 G4','LG ',146,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,230.25,14.25,0,1,0,1,0,0,0,0
4,13,41-50,Android,he,'Samsung SM-G935F Galaxy S7 Edge','Samsung ',23,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,109,7,0,1,0,0,0,0,0,0
2,11,51-60,Android,he,'Samsung SM-N920C Galaxy Note 5','Samsung ',46,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,307.111111,10.111111,0,1,0,1,0,0,0,0
1,11,51-60,iOS,fr,'Apple iPhone','Apple ',121,51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,522,11.5,0,1,0,1,0,0,0,0
5,6,51-60,Android,he,'Samsung SM-N900 Galaxy Note 3','Samsung ',8,6-10,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,359,13,0,1,0,0,0,1,0,0
1,6,41-50,iOS,he,'Apple iPhone','Apple ',5,4-5,(direct),(none),Direct,(none),MOBILE_APP_IOS,2333,89,0,1,0,0,0,0,0,0
1,5,11-20,iOS,es,'Apple iPhone','Apple ',15,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,626,16,0,1,0,1,1,0,0,0
4,8,11-20,Android,he,'Xiaomi Redmi Note 4','Xiaomi ',40,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1029.4,16.2,0,1,0,1,1,1,0,0
3,20,11-20,iOS,en,'Apple iPhone','Apple ',41,21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,260.5,25,0,1,0,0,0,0,0,0
4,17,11-20,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',166,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,756.5,18.583333,0,1,0,1,0,0,0,0
1,19,31-40,Android,he,'LG LG-H850 G Flex 2','LG ',107,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,421.5,9.4,0,1,0,0,0,1,0,0
2,15,11-20,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',900,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,399.138889,4.277778,0,1,0,1,0,0,0,0
2,16,51-60,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',23,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,420,16.4,0,1,0,1,0,0,0,0
5,7,01-10,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',11,11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,50,3,0,1,0,1,0,0,0,0
2,8,51-60,Android,he,'LG D722 G3 Mini','LG ',144,51+,google,organic,'Organic Search',(none),MOBILE_WEB,1036.2,15,0,1,0,0,0,0,0,0
3,10,31-40,iOS,he,'Apple iPhone','Apple ',587,51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,575.157895,19.052632,0,1,0,0,1,0,0,0
3,17,51-60,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',7,6-10,google,organic,'Organic Search',(none),MOBILE_WEB,1566,46,0,1,0,1,0,0,0,0
1,17,41-50,Android,he,'LG D855 G3','LG ',4,4-5,google,cpc,'Paid Search','Yad2 - Brand+Product',MOBILE_WEB,551,12.25,0,1,0,0,1,0,0,0
3,17,01-10,Android,he,'LG H736','LG ',10,6-10,metasearch.co.il,referral,Referral,(none),MOBILE_WEB,278.25,7.25,0,1,0,0,0,0,0,0
3,14,21-30,iOS,he,'Apple iPhone','Apple ',175,51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,745.25,11.75,0,1,0,1,0,1,0,0
7,13,31-40,Android,en,'Samsung SM-J500H Galaxy J5','Samsung ',11,11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,111,5,0,1,0,1,1,0,0,0
3,19,41-50,Android,he,'Xiaomi Redmi Note 2 Redmi Note 2','Xiaomi ',13,11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,213,3,0,1,0,1,0,0,0,0
4,20,11-20,Android,en,'Samsung SM-G930F Galaxy S7','Samsung ',68,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,459.5,15.166667,0,1,0,0,1,0,0,0
6,7,41-50,Android,he,'Sony D5803 Xperia Z3 Compact','Sony ',14,11-20,(direct),(none),Direct,(none),MOBILE_WEB,194,7,0,1,0,0,0,0,0,0
1,8,21-30,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',146,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,403,10.25,0,1,0,0,0,0,0,0
1,1,01-10,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',61,51+,google,organic,'Organic Search',(none),MOBILE_WEB,355.8,14,0,1,0,1,1,0,0,0
1,12,01-10,iOS,he,'Apple iPhone','Apple ',33,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,526,12,0,1,0,0,0,0,0,0
7,4,41-50,Android,en,'BlackBerry STV100-1 Priv','BlackBerry ',37,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1328,28,0,1,0,0,0,0,0,0
4,17,31-40,iOS,he,'Apple iPhone','Apple ',23,21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,110,4,0,1,0,1,0,0,0,0
2,20,51-60,iOS,ru,'Apple iPhone','Apple ',4,4-5,google,organic,'Organic Search',(none),MOBILE_WEB,649,32,0,1,0,1,1,0,0,0
4,13,11-20,iOS,he,'Apple iPhone','Apple ',15,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,740,9,0,1,0,0,0,0,0,0
1,8,01-10,Android,he,'Google Nexus 5','Google ',80,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,719.666667,23,0,1,0,1,0,0,0,0
2,9,41-50,Android,he,'Samsung SM-N910F Galaxy Note 4','Samsung ',330,51+,(direct),(none),Direct,(none),MOBILE_WEB,236.5,6,0,1,0,0,0,0,0,0
7,17,21-30,Android,ru,'Samsung SM-N920C Galaxy Note 5','Samsung ',28,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,100.6,4,0,1,0,1,1,0,0,0
7,6,11-20,iOS,en,'Apple iPhone','Apple ',64,51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,140,9,0,1,0,0,0,0,0,0
3,14,31-40,iOS,he,'Apple iPhone','Apple ',1,1,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,0,1,0,0,0,0,0,0
2,21,31-40,Android,he,'Huawei ALE-L02 P8 Lite','Huawei ',134,51+,google,organic,'Organic Search',(none),MOBILE_WEB,600.454545,17.318182,0,1,0,0,1,0,0,0
1,1,01-10,Android,he,'Samsung GT-I9300 Galaxy S III','Samsung ',30,21-50,(direct),(none),Direct,(none),MOBILE_WEB,26,2,0,1,0,0,0,0,0,0
4,15,41-50,Android,he,'Xiaomi Redmi Note 4','Xiaomi ',87,51+,(direct),(none),Direct,(none),MOBILE_WEB,993.411765,24.764706,0,1,0,1,1,1,0,0
1,12,51-60,Android,he,'Samsung SM-J120M Galaxy J1 2016','Samsung ',534,51+,(direct),(none),Direct,(none),MOBILE_WEB,760.428571,21.714286,0,1,0,1,0,0,0,0
4,8,21-30,Android,he,'Samsung GT-I9500 Galaxy S IV','Samsung ',884,51+,google,organic,'Organic Search',(none),MOBILE_WEB,324.5,12.833333,0,1,0,0,0,0,0,0
2,23,11-20,iOS,en,'Apple iPhone','Apple ',1,1,google,organic,'Organic Search',(none),MOBILE_WEB,94,5,0,1,0,1,0,0,0,0
4,18,51-60,Android,he,'LG H815 G4','LG ',1,1,google,organic,'Organic Search',(none),MOBILE_WEB,112,5,0,1,0,0,0,0,0,0
5,8,21-30,iOS,he,'Apple iPhone','Apple ',407,51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,18.666667,3,0,1,0,1,0,0,0,0
3,10,21-30,iOS,he,'Apple iPhone','Apple ',1,1,(direct),(none),Direct,(none),MOBILE_WEB,366,12,0,1,0,0,0,0,0,0
6,11,51-60,Android,he,'Feiteng S4','Feiteng ',2,2,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,1,0,0,0,0,0,0
5,23,11-20,Android,he,'Xiaomi Mi Note Pro Mi Note Pro','Xiaomi ',276,51+,(direct),(none),Direct,(none),MOBILE_WEB,161.5,6,0,1,0,1,1,1,0,0
5,23,11-20,Android,he,'LG D855 G3','LG ',25,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,1157.5,6.5,0,1,0,0,0,0,0,0
1,22,21-30,Android,he,'Samsung SM-A500F Galaxy A5','Samsung ',15,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,1012.5,21.5,0,1,0,0,0,0,0,0
5,10,21-30,Android,he,'LG D802 G2','LG ',17,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,236,6,0,1,0,1,0,0,0,0
2,8,31-40,Android,he,'LG F670S K10','LG ',1,1,(direct),(none),Direct,(none),MOBILE_WEB,315,6,0,1,0,0,0,0,0,0
2,12,11-20,iOS,ar,'Apple iPhone','Apple ',21,21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,1340.333333,32.333333,0,1,0,0,0,0,0,0
7,3,21-30,Android,he,'LG H815 G4','LG ',2,2,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,737,46,0,1,0,1,0,0,0,0
6,19,31-40,Android,he,'LG D855 G3','LG ',547,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,2124.428571,63.071429,0,1,0,0,0,0,0,0
1,16,31-40,iOS,he,'Apple iPad','Apple ',38,21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,276.5,6,0,1,0,1,0,0,0,0
5,7,11-20,Android,he,'Samsung SM-G925F Galaxy S6 Edge','Samsung ',79,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,301,23,0,1,0,0,1,0,0,0
1,8,51-60,Android,he,'Samsung SM-J100FN Galaxy J1','Samsung ',2,2,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,0,1,0,0,0,0,0,0
5,21,41-50,Android,he,'Samsung SM-G935F Galaxy S7 Edge','Samsung ',185,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,152.75,9.5,0,1,0,0,0,0,0,0
7,14,01-10,iOS,he,'Apple iPhone','Apple ',68,51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,465.666667,6,0,1,0,0,0,0,0,0
2,19,31-40,Android,he,'Feiteng GT-i9300','Feiteng ',33,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,1107.142857,24.857143,0,1,0,1,1,0,0,0
1,6,41-50,Android,he,'Samsung SM-N910F Galaxy Note 4','Samsung ',41,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,117,3.8,0,1,0,0,0,0,0,0
4,10,41-50,Android,he,'LG LG-H850 G Flex 2','LG ',45,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,165.5,3.5,0,1,0,0,0,0,0,0
6,15,11-20,Android,he,'Samsung GT-I9500 Galaxy S IV','Samsung ',89,51+,google,organic,'Organic Search',(none),MOBILE_WEB,494,10,0,1,0,1,1,0,0,0
1,9,11-20,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',1,1,(direct),(none),Direct,(none),MOBILE_WEB,93,5,0,1,0,0,0,0,0,0
7,22,01-10,Android,ru,'Samsung SM-G925F Galaxy S6 Edge','Samsung ',203,51+,(direct),(none),Direct,(none),MOBILE_WEB,684.714286,33.142857,0,1,0,0,1,0,0,0
3,13,51-60,Android,en,'LG D802 G2','LG ',1,1,(direct),(none),Direct,(none),MOBILE_WEB,77,6,0,1,0,1,0,0,0,0
4,14,41-50,Android,he,'Samsung SM-E500F Galaxy E5','Samsung ',51,51+,google,organic,'Organic Search',(none),MOBILE_WEB,1418.6,40.44,0,1,0,0,0,0,0,0
3,3,41-50,iOS,he,'Apple iPhone','Apple ',11,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,263.666667,7.333333,0,1,0,1,0,0,0,0
7,18,41-50,Android,ru,'Samsung SM-G930F Galaxy S7','Samsung ',32,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,2488.666667,47,0,1,0,1,0,0,0,0
6,18,21-30,Android,he,'LG V400 G Pad 7.0','LG ',21,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,2558,35,0,1,0,0,0,0,0,0
4,19,21-30,Android,he,'Samsung SM-J710F Galaxy J7 (2016)','Samsung ',6,6-10,google,organic,'Organic Search',(none),MOBILE_WEB,1394,76,0,1,0,0,1,1,0,0
6,22,01-10,Android,he,'LG D855 G3','LG ',151,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,210.666667,14.333333,0,1,0,0,0,0,0,0
5,11,11-20,Android,ru,'Xiaomi Mi Max','Xiaomi ',11,11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1332,27,0,1,0,1,1,1,0,0
2,8,01-10,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',5,4-5,(direct),(none),Direct,(none),MOBILE_WEB,475,14,0,1,0,0,1,0,0,0
7,17,31-40,iOS,he,'Apple iPhone','Apple ',1,1,(direct),(none),Direct,(none),MOBILE_WEB,1576,46,0,1,0,1,0,0,0,0
5,6,11-20,Android,he,'Samsung SM-G530H Galaxy Grand Prime','Samsung ',5,4-5,google,organic,'Organic Search',(none),MOBILE_WEB,111,5,0,1,0,0,0,0,0,0
5,8,51-60,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',147,51+,google,organic,'Organic Search',(none),MOBILE_WEB,730.333333,2.333333,0,1,0,1,0,1,1,0
7,8,51-60,iOS,he,'Apple iPhone','Apple ',17,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,191,4.333333,0,1,0,0,0,0,0,0
1,7,21-30,Android,he,'(not set)','(not ',27,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,774,23.5,0,1,0,0,1,0,0,0
2,14,21-30,Android,ru,'Meizu PRO 5 PRO 5','Meizu ',57,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,421.555556,10.666667,0,1,0,1,0,0,0,0
6,11,11-20,Android,he,'LG H815 G4','LG ',66,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,3205,59,0,1,0,0,0,0,0,0
5,13,21-30,Android,he,'Samsung SM-N910F Galaxy Note 4','Samsung ',53,51+,google,cpc,'Paid Search','Yad2 - Brand E',MOBILE_WEB,87,5.333333,0,1,0,0,0,0,0,0
7,7,41-50,iOS,he,'Apple iPhone','Apple ',2,2,google,cpc,'Paid Search','Yad2 - Brand E',MOBILE_WEB,66,3,0,1,0,0,0,0,0,0
6,21,51-60,Android,en,'Huawei VNS-L22 P9 Lite','Huawei ',20,11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,440.333333,17.333333,0,1,0,0,1,0,0,0
3,22,01-10,Android,he,'Samsung GT-I9500 Galaxy S IV','Samsung ',61,51+,google,organic,'Organic Search',(none),MOBILE_WEB,275.5,8,0,1,0,0,0,0,0,0
5,9,51-60,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',24,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,330,24,0,1,0,0,0,0,0,0
4,22,01-10,Android,ru,'Sony E5823 Xperia Z5 Compact','Sony ',37,21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,846,18,0,1,0,1,0,0,0,0
6,23,51-60,Android,he,'OnePlus RAIN A3000 3','OnePlus ',17,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,2192,94,0,1,0,0,1,0,0,0
2,4,01-10,Android,en,'Samsung SM-G850F Galaxy Alpha','Samsung ',6,6-10,(direct),(none),Direct,(none),MOBILE_WEB,1925,18.5,0,1,0,1,0,0,0,0
6,13,31-40,Android,he,'Samsung SM-G935F Galaxy S7 Edge','Samsung ',9,6-10,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,3416,43,0,1,0,1,0,0,0,0
6,15,01-10,iOS,he,'Apple iPhone','Apple ',17,11-20,yahoo,organic,'Organic Search',(none),MOBILE_WEB,3022.75,15.25,0,1,0,1,0,0,0,0
2,17,31-40,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',338,51+,google,organic,'Organic Search',(none),MOBILE_WEB,412.666667,14.888889,0,1,0,0,0,0,0,0
1,17,01-10,Android,he,'Samsung GT-N7100 Galaxy Note II','Samsung ',272,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,87.5,6.6,0,1,0,0,0,0,0,0
3,15,31-40,Android,he,'LG F670S K10','LG ',274,51+,(direct),(none),Direct,(none),MOBILE_WEB,712.666667,9.666667,0,1,0,0,0,0,0,0
4,8,31-40,Android,he,'Samsung SM-G935F Galaxy S7 Edge','Samsung ',4,4-5,google,organic,'Organic Search',(none),MOBILE_WEB,628,15,0,1,0,0,0,0,0,0
2,14,01-10,Android,he,'Samsung SM-N900 Galaxy Note 3','Samsung ',3,3,google,organic,'Organic Search',(none),MOBILE_WEB,627,16,0,1,0,1,1,0,0,0
7,14,21-30,Android,en,'Huawei CRR-L09 Mate S','Huawei ',158,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,853.5,27,0,1,0,1,1,0,0,0
2,21,11-20,Android,he,'Samsung SM-J710F Galaxy J7 (2016)','Samsung ',8,6-10,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,576.125,12.625,0,1,0,1,0,0,0,0
1,22,01-10,Android,he,'Samsung SM-J510F Galaxy J5 (2016)','Samsung ',52,51+,google,organic,'Organic Search',(none),MOBILE_WEB,1216.666667,41.666667,0,1,0,0,0,0,0,0
2,20,31-40,Android,he,'Meizu m3 note m3 note','Meizu ',4,4-5,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,730.5,27,0,1,1,0,0,0,0,0
7,22,41-50,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',199,51+,(direct),(none),Direct,(none),MOBILE_WEB,356.833333,10.833333,0,1,0,0,0,0,0,0
2,18,21-30,Android,he,'Samsung SM-T580 Galaxy Tab A 10.1','Samsung ',11,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,2444,50,0,1,0,1,0,1,0,0
5,10,41-50,iOS,he,'Apple iPhone','Apple ',6,6-10,(direct),(none),Direct,(none),MOBILE_APP_IOS,553,29,0,1,0,1,0,0,0,0
3,21,31-40,iOS,he,'Apple iPhone','Apple ',13,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,408.2,10.2,0,1,0,1,0,0,0,0
2,18,51-60,Android,fi,'Samsung SM-G920F Galaxy S6','Samsung ',1,1,google,organic,'Organic Search',(none),MOBILE_WEB,2183,41,0,1,0,1,0,0,0,0
4,1,21-30,Android,ru,'Google Nexus 5','Google ',45,21-50,(direct),(none),Direct,(none),MOBILE_WEB,3541.666667,42,0,1,0,1,0,0,0,0
7,19,41-50,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',891,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,690.785714,9.714286,0,1,0,1,0,0,0,0
7,13,11-20,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',4,4-5,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,0,1,0,1,0,0,0,0,0,0
3,15,31-40,Android,he,'Google Nexus 5','Google ',44,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,661,15,0,1,0,0,1,0,0,0
4,7,01-10,Android,he,'Samsung SM-N910F Galaxy Note 4','Samsung ',72,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,147.642857,6.357143,0,1,0,1,1,0,0,0
5,18,41-50,iOS,he,'Apple iPhone','Apple ',291,51+,(direct),(none),Direct,(none),MOBILE_WEB,25,4,0,1,0,0,0,0,0,0
1,13,21-30,Android,he,'Xiaomi Redmi Note 3','Xiaomi ',14,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,501.2,13.2,0,1,0,0,1,0,0,0
5,11,21-30,iOS,en,'Apple iPad','Apple ',53,51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,136,7,0,1,0,0,0,0,0,0
2,20,41-50,Android,en,'Samsung SM-G920F Galaxy S6','Samsung ',20,11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,319.8,16.6,0,1,0,1,1,0,0,0
6,2,01-10,Android,en,'OnePlus ONE A2001 2','OnePlus ',4,4-5,google,organic,'Organic Search',(none),MOBILE_WEB,913,24,0,1,0,1,1,0,0,0
7,9,41-50,Android,he,'LG D855 G3','LG ',26,21-50,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,1,0,0,0,0,0,0
3,20,21-30,iOS,en,'Apple iPhone','Apple ',183,51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,1281.5,48.5,0,1,0,1,1,0,0,0
5,14,11-20,iOS,he,'Apple iPhone','Apple ',261,51+,google,organic,'Organic Search',(none),MOBILE_WEB,167,10,0,1,0,1,0,0,0,0
2,12,11-20,iOS,he,'Apple iPhone','Apple ',46,21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,330.777778,4.111111,0,1,0,1,0,0,0,0
6,16,11-20,iOS,he,'Apple iPhone','Apple ',13,11-20,(direct),(none),Direct,(none),MOBILE_APP_IOS,338,9,0,1,0,0,0,0,0,0
7,9,11-20,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',25,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,399,16,0,1,0,0,0,0,0,0
4,20,31-40,iOS,he,'Apple iPhone','Apple ',143,51+,(direct),(none),Direct,(none),MOBILE_WEB,279.636364,14.181818,0,1,0,0,0,0,0,0
5,17,01-10,iOS,he,'Apple iPhone','Apple ',1021,51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,442,8.2,1,1,0,0,0,0,0,0
7,17,31-40,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',5,4-5,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,226,11,0,1,0,1,1,0,0,0
3,23,01-10,Android,he,'Xiaomi Redmi Note 3','Xiaomi ',7,6-10,google,cpc,'Paid Search','Yad2 - Brand E',MOBILE_WEB,934.666667,19.666667,0,1,0,0,1,0,0,0
2,0,11-20,Android,he,'Samsung GT-I9500 Galaxy S IV','Samsung ',69,51+,(direct),(none),Direct,(none),MOBILE_WEB,421.333333,9.333333,0,1,0,0,0,0,0,0
2,8,21-30,Android,he,'Samsung SM-J510F Galaxy J5 (2016)','Samsung ',38,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,1275.8,24.8,0,1,0,1,0,0,0,0
7,15,51-60,iOS,en,'Apple iPhone','Apple ',3,3,google,organic,'Organic Search',(none),MOBILE_WEB,82,2,0,1,0,0,0,0,0,0
5,6,11-20,iOS,he,'Apple iPhone','Apple ',1,1,google,cpc,'Paid Search','Yad2 - Brand E',MOBILE_WEB,1242,10,0,1,0,0,0,0,0,0
4,3,11-20,Android,he,'Samsung SM-G900F Galaxy S5','Samsung ',163,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1127,23.75,0,1,0,0,0,0,0,0
3,22,01-10,Android,en,'Google Nexus 6P','Google ',15,11-20,google,organic,'Organic Search',(none),MOBILE_WEB,369,5,0,1,0,0,0,0,0,0
7,16,21-30,Android,he,'Samsung SM-G930F Galaxy S7','Samsung ',1,1,google,organic,'Organic Search',(none),MOBILE_WEB,1045,39,0,1,0,1,0,0,0,0
3,18,51-60,iOS,he,'Apple iPhone','Apple ',44,21-50,google,organic,'Organic Search',(none),MOBILE_WEB,320.416667,7,0,1,0,1,1,0,0,0
7,8,51-60,Android,en,'LG H815 G4','LG ',7,6-10,google,organic,'Organic Search',(none),MOBILE_WEB,340.5,17,0,1,0,0,0,0,0,0
3,6,11-20,Android,he,'Samsung SM-G920F Galaxy S6','Samsung ',98,51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,53,5.333333,0,1,0,0,0,0,0,0
