@relation R_data_frame

@attribute WeekDay {1,2,3,4,5,6,7}
@attribute Hour {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23}
@attribute MinuteRange {01-10,11-20,21-30,31-40,41-50,51-60}
@attribute operatingSystem {'(not set)',Android,BlackBerry,Linux,Macintosh,Windows,'Windows Phone',iOS}
@attribute language {ag,ar,ay,az,bg,ca,cs,da,de,el,en,es,fi,fr,he,hu,il,is,it,iw,ja,ka,ko,lt,lv,nb,nl,pl,pt,ro,ru,sk,sv,th,tr,uk,un,vi,zh,zz}
@attribute MobileDeviceManuf {'(not ','Acer ','Akai ','Alcatel ','Amazon ','Amlogic ','Amoi ','Ampe ','AneWish ','Apple ','Archos ','Asus ','BLU ','BLUBOO ','BQ ','BlackBerry ','Blackview ','Boway ','CAT ','China ','Chuwi ','Coolpad ','Crosscall ','Cube ','Cubot ','DNS ','DOOGEE ','Dell ','Dialog ','ECOO ','Elephone ','Eny ','Eton ','Evolio ','FREETEL ','Fairphone ','Feiteng ','Fly ','GSmart ','GTab ','Gigabyte ','Gionee ','Google ','HOMTOM ','HP ','HTC ','HTM ','Hisense ','Huawei ','INUI ','Icemobile ','InFocus ','Infinix ','Infotmic ','Insignia ','Intex ','JXD ','Jiake ','Jiayu ','Jintian ','Karbonn ','Kenxinda ','Kingzone ','Kyocera ','LG ','LGG ','LYF ','Laude ','Lava ','LeEco ','LeTV ','Leagoo ','Legend ','Lenovo ','MXIII ','Maxon ','MediaTek ','Meizu ','Mercury ','Micromax ','Microsoft ','Minix ','Mio ','Mlais ','More ','Motorola ','Mozilla ','Nextbit ','Nokia ','Nomi ','OPPO ','Odys ','OnePlus ','Oukitel ','Ourspop ','Pantech ','Philips ','Posh ','Prestigio ','QMobile ','RCA ','Reeder ','Rivo ','SFR ','Samsung ','Sharp ','Silverline ','Siswoo ','Solotab ','Sonim ','Sony ','SonyEricsson ','Spice ','Star ','Sunsky ','Swipe ','Symphony ','Tagital ','Teclast ','Tecno ','ThL ','Tienhe ','Timing ','Toshiba ','Tronfy ','Turkcell ','UMI ','UTOK ','Ubro ','Ulefone ','Vernee ','ViewSonic ','Vivo ','Vodafone ','Wiko ','Wileyfox ','Xiaomi ','Xolo ','Yezz ','ZIDOO ','ZOPO ','ZTE ','Zoomtak ','iDROID ','iNew ','iRulu ','vkworld '}
@attribute VisitNumberGroup {1,11-20,2,21-50,3,4-5,51+,6-10}
@attribute Source {(direct),'(not set)',10.0.0.2:8880,1900SMS,192.168.0.253,192.168.39.3,2net.co.il,4mama.co.il,AdExpired,AdPublished,AndroidApp,FACEBOOK,Facebook,IphoneApp,Mail,Mail_deleted_by_user,Mail_deleted_by_user_NO_CONTANT,SendToFriend,StarredAds,UpgradeAd,Viber,Walla,Whatsapp,Win8App,'Yad1 Lead Confirmation',ad.co.il,api-mail.walla.co.il,aprent.co.il,auto1.co.il,beinisrael.com,bekaloot.co.il,bing,bladna.co.il,blove.co.il,buatnadlan.com,camp.lease4u.co.il,cannamarket.co.il,car,carsforum.co.il,catalog.orbita.co.il,classicar.co.il,clipboard,cp.teensafe.com,dalili.net,daliluk.com,digitalcard1.co.il,divur_nadlan,duckduckgo.com,easyexpat.com,expat.com,ezba,facebook,facebookshar,forummotor.israelinfo.co.il,fullgaz.co.il,fwportal.haifa.ac.il,g1948.com,galileasing.co.il,gdeil.hit.gemius.pl,gimzo.org.il,go.mail.ru,goldabar.co.il,google,google.co.il,haslik.co.il,hasolidit.com,heshemoto.co.il,hiside.co.il,ic.autocenter.co.il,icon_cafe,icon_link4u,icon_netex,israelbody.com,jeepolog.com,kafe,kafe.co.il,keshet,kik.com,kranot.org.il,l.facebook.com,lainyan.co.il,link4u.co.il,links.zahav.ru,ljpoisk.ru,lm.facebook.com,login_for_traders,m.auto.co.il,m.bizportal.co.il,m.calcalist.co.il,m.cellcom.co.il,m.facebook.com,m.vk.com,m.zap.co.il,m44.co.il,mail.google.com,mail_ad_deleted_by_user_empty,mail_ad_exposed,mail_pag_tokef,mail_to_advertiser,makers.co.il,metasearch.co.il,mini-sites.net,mls.nadlanone.co.il,mob.co.il,mobile.mako.co.il,mobileapp.mako.co.il,motoscooter.co.il,myactivity.google.com,mysearch.com,nbn.org.il,netex.co.il,newmail.012.net.il,noblockme.ru,ntgroup.co.il,omm.co.il,optimize.google.com,outlook.live.com,pandoor.co.il,parpar.net,pleasing.shlomo.co.il,portal.mobilebackup.biz,portelo.co.il,publicators.com,qa.yad2.co.il,re_facebook,rusisrael.livejournal.com,safe.partner.net.il,sales.albar.co.il,sce-ac.co.il,search-il.com,search.abclauncher.com,search.clearch.org,searchit.co.il,searchmobileonline.com,sharabi.co.il,sheav.org,sova.co.il,start,start.co.il,strauss-water-campaign.co.il,t.co,tabletstart.lenovo.com,tiuli.com,toyota.co.il,tpc.googlesyndication.com,translate.googleusercontent.com,use.co.il,uzit.co.il,vagit.co.il,walla.co.il,walla_component,walla_iframe,web01an.apps-search.com,web02as.apps-search.com,wikizona.org,yad2,yad2.pitchonlev.org.il,yahoo,yandex,yesplanet.co.il,ynet.co.il,zetov.info,zooloo.co.il}
@attribute Medium {(none),'(not set)',Banner,Chat,Logo_main,POSTS,Yad1_share,alert,app,baner,content,cpc,email,fbfeed,index,kafe,kniut,left,link,luhot_kniut_yad2,luhot_yad1,luhot_yad2,mail_add,mail_opinion_car,mail_opinion_nadlan,mehapsim_yad2,organic,popular_yad2,position,post,referral,sargel,share,shimushi_yad2,to_friend,walla_ads,yad1_re_facebook,yad2,yad2_cars,yad2_nadlan_rent,yad2_nadlan_sale,yad2_second_hand}
@attribute channelGrouping {(Other),Direct,Display,Email,'Organic Search','Paid Search',Referral,Social}
@attribute campaign {(none),'(not set)',1900SMS,AdExpired,AdNotPublished,AdPublished,Androidapp-Yad1,Androidapp-editAd,App,Area,Iphoneapp-editAd,Neighbors,Netex_icons,Private,SendToFriend,StarredAds,ToAdFromMyYad2,UpgradeAd_CarPrivate,Yad1,'Yad1 - חברות בניה','Yad1 Lead Confirmation','Yad1- דירות ערים','Yad1- פרוייקטים ערים','Yad2 - חיפוש על מפה - Display Remarketing','Yad2 - מדד הנדל\"ן - דיספליי - Affinity','Yad2 - מדד הנדל\"ן מתחרים','Yad2 - מוצרים יד2 שנייה','Yad2 - מחירון רכב - דיספליי - Affinity','Yad2 - מחירון רכב שוטף','Yad2 - נדל\"ן להשכרה','Yad2 - רכבים יד2','Yad2 - Brand E','Yad2 - Brand+Product','Yad2 - Business for Sale - Search','Yad2 - Tadmit 2016 - GDN Affinity - All','Yad2 - Tadmit 2016 - GDN In-market - All','Yad2 - Tadmit 2016 - GDN Topics - All','Yad2 - Tadmit 2016 - GDN Topics - General',Yad2-in-kafe,campaign,for_sale,hotPic,hotPic?ref=fb,innerdetails,kafe,kafe_icons,link,link4u,m-ToAd,main_street,main_yad2,map,more,more?utm_medium=content,nadlan_sale,newpricelist,otherVerticals,postim,privatearea,start_icons,walla_home_new,walla_inner,yad1,'yad1 - מתחרים',yad2_gadStein,yad2alerts}
@attribute platform {DESKTOP_WEB,MOBILE_APP_ANDROID,MOBILE_APP_IOS,MOBILE_WEB}
@attribute AccumAvgTimeonSite numeric
@attribute AccumAvgpageviews numeric
@attribute isFeedCar {0,1}
@attribute isFeedNadlan {0,1}
@attribute isFeedSecondHand {0,1}
@attribute isNadlanRoomsFilter {0,1}
@attribute isNadlanPriceFilter {0,1}
@attribute isNadlanShowPhone {0,1}
@attribute isNadlanCallSeller {0,1}
@attribute Success {0,1}

@data
4,5,51-60,iOS,en,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,15,2,0,0,0,0,0,0,0,0
7,22,01-10,iOS,he,'Apple ',4-5,(direct),(none),Direct,(none),MOBILE_APP_IOS,317.857143,11.428571,0,1,0,1,1,0,0,0
7,7,01-10,iOS,he,'Apple ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,298,14,1,0,0,0,0,0,0,0
2,14,31-40,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,136.111111,3.833333,0,0,0,0,0,0,0,0
2,5,21-30,Android,he,'Huawei ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,134.571429,9,0,1,0,0,0,0,0,0
3,13,21-30,Android,en,'(not ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,303.666667,13.666667,0,1,0,1,1,0,0,0
2,21,41-50,iOS,he,'Apple ',2,metasearch.co.il,referral,Referral,(none),MOBILE_WEB,198,2,0,0,0,0,0,0,0,0
3,5,31-40,iOS,he,'Apple ',1,google,organic,'Organic Search',(none),MOBILE_WEB,160,5,1,0,0,0,0,0,0,0
4,10,51-60,iOS,en,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,21,3.5,0,0,0,0,0,0,0,0
7,17,11-20,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,10.25,2,0,0,0,0,0,0,0,0
2,16,01-10,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,191.866667,5.2,0,1,0,1,1,0,0,0
3,11,11-20,iOS,he,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,652.454545,12,0,0,0,0,0,0,0,0
3,21,01-10,Android,en,'LG ',51+,(direct),(none),Direct,(none),MOBILE_WEB,12.714286,2.214286,0,0,0,0,0,0,0,0
7,20,21-30,iOS,he,'Apple ',11-20,(direct),(none),Direct,(none),MOBILE_APP_IOS,70,2,0,0,0,0,0,0,0,0
5,21,51-60,iOS,ru,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_APP_IOS,1188.5,18.333333,0,1,0,1,0,0,0,0
1,10,11-20,iOS,he,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,199.25,2.25,0,0,0,0,0,0,0,0
7,20,21-30,Android,en,'ThL ',51+,(direct),(none),Direct,(none),MOBILE_WEB,678,18.75,0,0,0,0,0,0,0,0
7,6,41-50,Android,he,'Samsung ',51+,google,cpc,'Paid Search','Yad2 - Brand E',MOBILE_WEB,84,4,0,1,0,0,0,0,0,0
6,12,31-40,Android,he,'Xiaomi ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,1277,7,1,0,0,0,0,0,0,0
5,20,51-60,Android,he,'LG ',3,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,304.333333,20,0,0,0,0,0,0,0,0
7,15,21-30,Android,ru,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,445.333333,13,0,1,0,1,0,0,0,0
1,21,51-60,Android,en,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,677.695652,13.173913,0,1,0,0,1,0,0,0
7,14,51-60,Android,he,'LG ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,300.5,10,0,1,0,1,0,0,0,0
7,21,31-40,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,0,1,0,0,0,0,0,0,0,0
6,8,11-20,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,7,3.5,0,0,0,0,0,0,0,0
5,16,51-60,Android,he,'Xiaomi ',1,(direct),(none),Direct,(none),MOBILE_WEB,171,2,0,0,0,0,0,0,0,0
2,12,21-30,Android,he,'Xiaomi ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1044.055556,48.777778,0,1,0,0,0,0,0,0
3,8,31-40,Android,he,'LG ',2,google,organic,'Organic Search',(none),MOBILE_WEB,1633.5,14,1,0,0,0,0,0,0,0
6,22,11-20,iOS,he,'Apple ',1,(direct),(none),Direct,(none),MOBILE_WEB,189,9,1,0,0,0,0,0,0,0
6,8,41-50,Android,ar,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,660.333333,20.333333,1,0,0,0,0,0,0,0
3,9,21-30,Android,he,'Samsung ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,1012.666667,16.833333,0,0,0,0,0,0,0,0
2,17,51-60,Android,en,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1040,16,1,0,0,0,0,0,0,0
6,12,31-40,iOS,en,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,646.75,16.25,1,0,0,0,0,0,0,0
5,17,21-30,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1552.5,18.5,1,0,0,0,0,0,0,0
4,0,51-60,Android,he,'Samsung ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,1800,73,0,0,0,0,0,0,0,0
3,12,21-30,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,17.5,1,0,0,0,0,0,0,0,0
5,17,11-20,Android,he,'Samsung ',4-5,google,organic,'Organic Search',(none),MOBILE_WEB,331,12,0,1,0,0,0,0,0,0
7,15,41-50,Android,he,'Xiaomi ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,1034.230769,13.230769,0,0,0,0,0,0,0,0
2,11,21-30,Android,ru,'UMI ',51+,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,784.875,12.375,0,1,0,0,0,1,0,0
6,18,41-50,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,0,1,0,0,0,0,0,0,0,0
1,10,51-60,iOS,he,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_APP_IOS,392.333333,8,1,0,0,0,0,0,0,0
2,2,01-10,iOS,he,'Apple ',11-20,(direct),(none),Direct,(none),MOBILE_APP_IOS,1320.875,21,0,1,0,1,1,0,0,0
7,19,01-10,Android,he,'LG ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,119.5,11,1,0,0,0,0,0,0,0
7,7,11-20,Android,he,'LG ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,21.5,3,0,0,0,0,0,0,0,0
7,14,41-50,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,132.25,5.75,0,0,0,0,0,0,0,0
7,23,51-60,iOS,he,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_APP_IOS,976,36,1,0,0,0,0,0,0,0
2,22,01-10,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,410.6,20.2,0,0,0,0,0,0,0,0
1,20,01-10,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,143,6,1,0,0,0,0,0,0,0
2,9,01-10,Android,he,'LG ',51+,(direct),(none),Direct,(none),MOBILE_WEB,68.769231,2.923077,0,1,0,1,0,0,0,0
5,12,31-40,Android,en,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,343,9,1,0,0,0,0,0,0,0
3,4,01-10,Android,he,'Samsung ',2,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
5,8,21-30,Android,he,'LG ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,0,1,0,0,0,0,0,0,0,0
5,17,41-50,Android,he,'Samsung ',1,(direct),(none),Direct,(none),MOBILE_WEB,877,13,0,0,0,0,0,0,0,0
3,19,11-20,iOS,ar,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,1284.666667,29,0,0,0,0,0,0,0,0
2,19,11-20,Android,he,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,299.714286,3,0,0,0,0,0,0,0,0
5,18,01-10,Android,he,'Samsung ',11-20,clipboard,'(not set)',(Other),m-ToAd,MOBILE_WEB,100,2,0,0,0,0,0,0,0,0
6,14,41-50,iOS,en,'Apple ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,131.5,7,0,1,0,0,1,0,0,0
1,22,21-30,Android,he,'Samsung ',4-5,google,cpc,'Paid Search','Yad2 - מחירון רכב שוטף',MOBILE_WEB,83.25,2.5,0,0,0,0,0,0,0,0
6,10,51-60,iOS,en,'Apple ',51+,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,55.666667,2.333333,0,0,0,0,0,0,0,0
5,18,11-20,Android,en,'Samsung ',1,google,organic,'Organic Search',(none),MOBILE_WEB,87,4,0,1,0,0,1,0,0,0
1,21,41-50,iOS,he,'Apple ',1,google,organic,'Organic Search',(none),MOBILE_WEB,530,25,0,0,0,0,0,0,0,0
7,12,31-40,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,201,12.25,0,1,0,0,1,0,0,0
7,7,51-60,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,1545.333333,20.944444,0,1,0,1,0,0,0,0
6,17,11-20,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,629.833333,23.333333,1,0,0,0,0,0,0,0
6,22,41-50,iOS,he,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,119.5,8.5,0,0,0,0,0,0,0,0
6,12,01-10,Android,he,'LG ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,898.5,29.5,0,0,0,0,0,0,0,0
2,11,21-30,Android,he,'LG ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
6,14,21-30,Android,he,'LG ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,408.875,3.416667,0,0,0,0,0,0,0,0
1,9,51-60,iOS,he,'Apple ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,195,8,1,0,0,0,0,0,0,0
2,10,41-50,Android,he,'LG ',1,google,organic,'Organic Search',(none),MOBILE_WEB,99,2,0,1,0,0,0,0,0,0
3,20,01-10,Android,he,'Samsung ',6-10,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,496.75,36,1,0,0,0,0,0,0,0
7,21,41-50,Android,he,'Samsung ',6-10,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,538.25,17.5,0,0,0,0,0,0,0,0
3,21,11-20,iOS,he,'Apple ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,128,9.5,0,0,1,0,0,0,0,0
5,6,41-50,Android,en,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,51.5,1.5,0,0,0,0,0,0,0,0
6,11,11-20,Android,he,'Samsung ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
6,14,41-50,iOS,he,'Apple ',1,(direct),(none),Direct,(none),MOBILE_WEB,324,8,1,0,0,0,0,0,0,0
5,22,01-10,iOS,he,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_APP_IOS,44.25,2.25,0,0,0,0,0,0,0,0
3,22,21-30,Android,he,'Samsung ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,91,4,1,0,0,0,0,0,0,0
1,18,51-60,Android,en,'Samsung ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,15,2,0,0,0,0,0,0,0,0
1,15,11-20,Android,he,'Samsung ',11-20,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,183.666667,2,0,0,0,0,0,0,0,0
2,19,01-10,Android,he,'Samsung ',4-5,Walla,Banner,(Other),yad2_gadStein,MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
5,13,41-50,Android,he,'LG ',1,(direct),(none),Direct,(none),MOBILE_WEB,9,2,0,0,0,0,0,0,0,0
7,21,01-10,Android,he,'LG ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1703,15,0,0,0,0,0,0,0,0
1,18,11-20,iOS,he,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,445.8,33.6,0,0,0,0,0,0,0,0
5,15,21-30,iOS,he,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,460,25.666667,1,0,0,0,0,0,0,0
6,9,21-30,Android,he,'LG ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,2496.5,61.5,1,0,0,0,0,0,0,0
4,19,11-20,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,55,3,0,0,0,0,0,0,0,0
6,14,41-50,Android,ar,'LG ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,264.5,19,0,0,0,0,0,0,0,0
6,11,31-40,Android,he,'(not ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,397.5,19,0,0,0,0,0,0,0,0
6,1,21-30,Android,he,'Samsung ',2,(direct),(none),Direct,(none),MOBILE_WEB,105.5,2.5,0,0,0,0,0,0,0,0
7,21,51-60,Android,he,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,448,11,1,0,0,0,0,0,0,0
4,16,51-60,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,1763.333333,37,1,0,0,0,0,0,0,0
7,14,31-40,Android,he,'Asus ',3,google,organic,'Organic Search',(none),MOBILE_WEB,144,6.5,0,0,0,0,0,0,0,0
2,15,01-10,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,110.6,5.6,0,0,0,0,0,0,0,0
2,4,01-10,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,128.375,2.25,0,0,0,0,0,0,0,0
2,7,11-20,iOS,en,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,684.5,25,0,1,0,1,0,0,0,0
7,22,51-60,Android,he,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,70.125,1.125,0,1,0,0,0,0,0,0
1,15,51-60,iOS,he,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,289.5,19.5,0,0,0,0,0,0,0,0
2,1,01-10,iOS,ar,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,531,42,1,0,0,0,0,0,0,0
5,19,51-60,Android,he,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,1015.545455,33.090909,0,1,0,0,0,0,0,0
6,13,31-40,Android,he,'Lenovo ',1,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,2215,65,0,1,0,0,0,0,0,0
2,21,11-20,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,1606.666667,91.5,1,0,0,0,0,0,0,0
4,19,41-50,iOS,he,'Apple ',1,google,organic,'Organic Search',(none),MOBILE_WEB,185,10,0,0,0,0,0,0,0,0
3,18,11-20,iOS,he,'Apple ',2,google,organic,'Organic Search',(none),MOBILE_WEB,661,13,0,1,0,0,0,0,0,0
6,17,31-40,Android,he,'Samsung ',2,m.facebook.com,referral,Social,(none),MOBILE_WEB,14.5,0.5,0,0,0,0,0,0,0,0
4,21,11-20,iOS,he,'Apple ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
2,9,11-20,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,1175.5625,48.5625,1,0,0,0,0,0,0,0
3,10,31-40,Android,he,'Xiaomi ',51+,(direct),(none),Direct,(none),MOBILE_WEB,188.810811,4.891892,0,0,0,0,0,0,0,0
7,10,51-60,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,13.333333,2,0,1,0,1,0,0,0,0
5,15,51-60,iOS,ru,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,1624,83,1,0,0,0,0,0,0,0
7,15,01-10,Android,en,'Samsung ',1,(direct),(none),Direct,(none),MOBILE_WEB,225,16,1,0,0,0,0,0,0,0
2,21,21-30,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1229,48,1,0,0,0,0,0,0,0
3,9,11-20,Android,en,'Samsung ',2,(direct),(none),Direct,(none),MOBILE_WEB,478.5,11,0,1,0,0,0,0,0,0
6,13,21-30,Android,he,'Samsung ',1,google,organic,'Organic Search',(none),MOBILE_WEB,255,7,0,1,1,0,0,0,0,0
5,19,01-10,Android,he,'Google ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,87,4,1,0,0,0,0,0,0,0
5,4,51-60,Android,he,'LG ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
3,12,11-20,Android,he,'LG ',51+,google,cpc,'Paid Search','Yad2 - Brand E',MOBILE_WEB,659.25,18.666667,1,0,0,0,0,0,0,0
2,13,11-20,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,564.357143,7.571429,1,0,0,0,0,0,0,0
5,20,01-10,Android,he,'Google ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,11.8,2,0,0,0,0,0,0,0,0
5,19,11-20,Android,en,'Xiaomi ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
3,16,41-50,Android,he,'LG ',2,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,378,11.5,0,0,0,0,0,0,0,0
3,10,51-60,Android,he,'Google ',4-5,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,160.25,6.75,0,0,0,0,0,0,0,0
3,14,21-30,iOS,en,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,952.285714,19.428571,1,0,0,0,0,0,0,0
4,11,21-30,Android,he,'Xiaomi ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,114,6.5,1,0,0,0,0,0,0,0
1,20,41-50,Android,he,'LG ',3,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1104,64,1,0,0,0,0,0,0,0
4,11,41-50,Android,en,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,419,29,0,1,0,1,1,0,0,0
3,12,21-30,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,58.52381,3.761905,0,0,0,0,0,0,0,0
2,13,21-30,iOS,ar,'Apple ',3,(direct),(none),Direct,(none),MOBILE_APP_IOS,17,1,0,0,0,0,0,0,0,0
1,19,11-20,Android,he,'Samsung ',6-10,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1161.25,28,0,1,0,1,0,0,0,0
1,13,51-60,Android,ar,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,485.636364,9,1,0,0,0,0,0,0,0
6,7,11-20,Android,ar,'Samsung ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,1458.666667,27,0,0,0,0,0,0,0,0
3,17,31-40,Android,he,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,138.727273,3.090909,0,0,0,0,0,0,0,0
6,15,31-40,iOS,he,'Apple ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
6,13,31-40,Android,he,'Feiteng ',51+,(direct),(none),Direct,(none),MOBILE_WEB,1091,14,1,0,0,0,0,0,0,0
1,22,51-60,iOS,he,'Apple ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,560.222222,19.333333,0,0,0,0,0,0,0,0
1,5,51-60,Android,he,'Samsung ',4-5,search.clearch.org,referral,Referral,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
7,7,11-20,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,714,18.666667,1,1,0,0,0,0,0,0
4,21,01-10,Android,he,'LG ',1,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
4,11,11-20,iOS,he,'Apple ',4-5,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
5,21,11-20,Android,en,'Samsung ',11-20,facebook,share,(Other),ToAdFromMyYad2,MOBILE_WEB,16,1.571429,0,0,0,0,0,0,0,0
