@relation R_data_frame

@attribute WeekDay {1,2,3,4,5,6,7}
@attribute Hour {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23}
@attribute MinuteRange {01-10,11-20,21-30,31-40,41-50,51-60}
@attribute operatingSystem {'(not set)',Android,BlackBerry,Linux,Macintosh,Windows,'Windows Phone',iOS}
@attribute language {ag,ar,ay,az,bg,ca,cs,da,de,el,en,es,fi,fr,he,hu,il,is,it,iw,ja,ka,ko,lt,lv,nb,nl,pl,pt,ro,ru,sk,sv,th,tr,uk,un,vi,zh,zz}
@attribute MobileDeviceManuf {'(not ','Acer ','Akai ','Alcatel ','Amazon ','Amlogic ','Amoi ','Ampe ','AneWish ','Apple ','Archos ','Asus ','BLU ','BLUBOO ','BQ ','BlackBerry ','Blackview ','Boway ','CAT ','China ','Chuwi ','Coolpad ','Crosscall ','Cube ','Cubot ','DNS ','DOOGEE ','Dell ','Dialog ','ECOO ','Elephone ','Eny ','Eton ','Evolio ','FREETEL ','Fairphone ','Feiteng ','Fly ','GSmart ','GTab ','Gigabyte ','Gionee ','Google ','HOMTOM ','HP ','HTC ','HTM ','Hisense ','Huawei ','INUI ','Icemobile ','InFocus ','Infinix ','Infotmic ','Insignia ','Intex ','JXD ','Jiake ','Jiayu ','Jintian ','Karbonn ','Kenxinda ','Kingzone ','Kyocera ','LG ','LGG ','LYF ','Laude ','Lava ','LeEco ','LeTV ','Leagoo ','Legend ','Lenovo ','MXIII ','Maxon ','MediaTek ','Meizu ','Mercury ','Micromax ','Microsoft ','Minix ','Mio ','Mlais ','More ','Motorola ','Mozilla ','Nextbit ','Nokia ','Nomi ','OPPO ','Odys ','OnePlus ','Oukitel ','Ourspop ','Pantech ','Philips ','Posh ','Prestigio ','QMobile ','RCA ','Reeder ','Rivo ','SFR ','Samsung ','Sharp ','Silverline ','Siswoo ','Solotab ','Sonim ','Sony ','SonyEricsson ','Spice ','Star ','Sunsky ','Swipe ','Symphony ','Tagital ','Teclast ','Tecno ','ThL ','Tienhe ','Timing ','Toshiba ','Tronfy ','Turkcell ','UMI ','UTOK ','Ubro ','Ulefone ','Vernee ','ViewSonic ','Vivo ','Vodafone ','Wiko ','Wileyfox ','Xiaomi ','Xolo ','Yezz ','ZIDOO ','ZOPO ','ZTE ','Zoomtak ','iDROID ','iNew ','iRulu ','vkworld '}
@attribute VisitNumberGroup {1,11-20,2,21-50,3,4-5,51+,6-10}
@attribute Source {(direct),'(not set)',10.0.0.2:8880,1900SMS,192.168.0.253,192.168.39.3,2net.co.il,4mama.co.il,AdExpired,AdPublished,AndroidApp,FACEBOOK,Facebook,IphoneApp,Mail,Mail_deleted_by_user,Mail_deleted_by_user_NO_CONTANT,SendToFriend,StarredAds,UpgradeAd,Viber,Walla,Whatsapp,Win8App,'Yad1 Lead Confirmation',ad.co.il,api-mail.walla.co.il,aprent.co.il,auto1.co.il,beinisrael.com,bekaloot.co.il,bing,bladna.co.il,blove.co.il,buatnadlan.com,camp.lease4u.co.il,cannamarket.co.il,car,carsforum.co.il,catalog.orbita.co.il,classicar.co.il,clipboard,cp.teensafe.com,dalili.net,daliluk.com,digitalcard1.co.il,divur_nadlan,duckduckgo.com,easyexpat.com,expat.com,ezba,facebook,facebookshar,forummotor.israelinfo.co.il,fullgaz.co.il,fwportal.haifa.ac.il,g1948.com,galileasing.co.il,gdeil.hit.gemius.pl,gimzo.org.il,go.mail.ru,goldabar.co.il,google,google.co.il,haslik.co.il,hasolidit.com,heshemoto.co.il,hiside.co.il,ic.autocenter.co.il,icon_cafe,icon_link4u,icon_netex,israelbody.com,jeepolog.com,kafe,kafe.co.il,keshet,kik.com,kranot.org.il,l.facebook.com,lainyan.co.il,link4u.co.il,links.zahav.ru,ljpoisk.ru,lm.facebook.com,login_for_traders,m.auto.co.il,m.bizportal.co.il,m.calcalist.co.il,m.cellcom.co.il,m.facebook.com,m.vk.com,m.zap.co.il,m44.co.il,mail.google.com,mail_ad_deleted_by_user_empty,mail_ad_exposed,mail_pag_tokef,mail_to_advertiser,makers.co.il,metasearch.co.il,mini-sites.net,mls.nadlanone.co.il,mob.co.il,mobile.mako.co.il,mobileapp.mako.co.il,motoscooter.co.il,myactivity.google.com,mysearch.com,nbn.org.il,netex.co.il,newmail.012.net.il,noblockme.ru,ntgroup.co.il,omm.co.il,optimize.google.com,outlook.live.com,pandoor.co.il,parpar.net,pleasing.shlomo.co.il,portal.mobilebackup.biz,portelo.co.il,publicators.com,qa.yad2.co.il,re_facebook,rusisrael.livejournal.com,safe.partner.net.il,sales.albar.co.il,sce-ac.co.il,search-il.com,search.abclauncher.com,search.clearch.org,searchit.co.il,searchmobileonline.com,sharabi.co.il,sheav.org,sova.co.il,start,start.co.il,strauss-water-campaign.co.il,t.co,tabletstart.lenovo.com,tiuli.com,toyota.co.il,tpc.googlesyndication.com,translate.googleusercontent.com,use.co.il,uzit.co.il,vagit.co.il,walla.co.il,walla_component,walla_iframe,web01an.apps-search.com,web02as.apps-search.com,wikizona.org,yad2,yad2.pitchonlev.org.il,yahoo,yandex,yesplanet.co.il,ynet.co.il,zetov.info,zooloo.co.il}
@attribute Medium {(none),'(not set)',Banner,Chat,Logo_main,POSTS,Yad1_share,alert,app,baner,content,cpc,email,fbfeed,index,kafe,kniut,left,link,luhot_kniut_yad2,luhot_yad1,luhot_yad2,mail_add,mail_opinion_car,mail_opinion_nadlan,mehapsim_yad2,organic,popular_yad2,position,post,referral,sargel,share,shimushi_yad2,to_friend,walla_ads,yad1_re_facebook,yad2,yad2_cars,yad2_nadlan_rent,yad2_nadlan_sale,yad2_second_hand}
@attribute channelGrouping {(Other),Direct,Display,Email,'Organic Search','Paid Search',Referral,Social}
@attribute campaign {(none),'(not set)',1900SMS,AdExpired,AdNotPublished,AdPublished,Androidapp-Yad1,Androidapp-editAd,App,Area,Iphoneapp-editAd,Neighbors,Netex_icons,Private,SendToFriend,StarredAds,ToAdFromMyYad2,UpgradeAd_CarPrivate,Yad1,'Yad1 - חברות בניה','Yad1 Lead Confirmation','Yad1- דירות ערים','Yad1- פרוייקטים ערים','Yad2 - חיפוש על מפה - Display Remarketing','Yad2 - מדד הנדל\"ן - דיספליי - Affinity','Yad2 - מדד הנדל\"ן מתחרים','Yad2 - מוצרים יד2 שנייה','Yad2 - מחירון רכב - דיספליי - Affinity','Yad2 - מחירון רכב שוטף','Yad2 - נדל\"ן להשכרה','Yad2 - רכבים יד2','Yad2 - Brand E','Yad2 - Brand+Product','Yad2 - Business for Sale - Search','Yad2 - Tadmit 2016 - GDN Affinity - All','Yad2 - Tadmit 2016 - GDN In-market - All','Yad2 - Tadmit 2016 - GDN Topics - All','Yad2 - Tadmit 2016 - GDN Topics - General',Yad2-in-kafe,campaign,for_sale,hotPic,hotPic?ref=fb,innerdetails,kafe,kafe_icons,link,link4u,m-ToAd,main_street,main_yad2,map,more,more?utm_medium=content,nadlan_sale,newpricelist,otherVerticals,postim,privatearea,start_icons,walla_home_new,walla_inner,yad1,'yad1 - מתחרים',yad2_gadStein,yad2alerts}
@attribute platform {DESKTOP_WEB,MOBILE_APP_ANDROID,MOBILE_APP_IOS,MOBILE_WEB}
@attribute AccumAvgTimeonSite numeric
@attribute AccumAvgpageviews numeric
@attribute isFeedCar {0,1}
@attribute isFeedNadlan {0,1}
@attribute isFeedSecondHand {0,1}
@attribute isNadlanRoomsFilter {0,1}
@attribute isNadlanPriceFilter {0,1}
@attribute isNadlanShowPhone {0,1}
@attribute isNadlanCallSeller {0,1}
@attribute Success {0,1}

@data
7,11,21-30,Android,en,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,1471.8,61.4,1,0,0,0,0,0,0,0
5,9,51-60,iOS,he,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
6,18,51-60,Android,ar,'Samsung ',4-5,google,organic,'Organic Search',(none),MOBILE_WEB,141,3,1,0,0,0,0,0,0,0
1,15,51-60,iOS,en,'Apple ',11-20,(direct),(none),Direct,(none),MOBILE_APP_IOS,549.857143,18.428571,1,0,0,0,0,0,0,0
2,19,21-30,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,602,39.375,0,1,0,0,0,0,0,0
3,11,01-10,Android,en,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,268.777778,23.222222,0,0,0,0,0,0,0,0
6,13,01-10,Android,en,'LG ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,633.5,17,0,0,0,0,0,0,0,0
1,18,51-60,Android,he,'Samsung ',3,(direct),(none),Direct,(none),MOBILE_WEB,42,3,0,0,0,0,0,0,0,0
2,10,31-40,iOS,he,'Apple ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,1872,19,0,0,0,0,0,0,0,0
6,9,31-40,iOS,he,'Apple ',1,google,organic,'Organic Search',(none),MOBILE_WEB,69,6,1,0,0,0,0,0,0,0
6,18,41-50,Android,ru,'Samsung ',11-20,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,2624.133333,58.533333,1,0,0,0,0,0,0,0
4,16,21-30,iOS,he,'Apple ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,731,19,1,0,0,0,0,0,0,0
5,7,11-20,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,371,29,1,0,0,0,0,0,0,0
4,19,41-50,Android,ru,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,1389,39,0,1,0,1,1,0,0,0
2,21,21-30,Android,he,'LG ',4-5,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,723,2,0,0,0,0,0,0,0,0
6,9,41-50,Android,ru,'Samsung ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,3081.5,28.5,0,1,0,1,0,0,0,0
1,4,01-10,Android,he,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,1329.363636,43.227273,1,0,0,0,0,0,0,0
3,18,11-20,iOS,he,'Apple ',11-20,(direct),(none),Direct,(none),MOBILE_APP_IOS,241.444444,7.888889,0,0,0,0,0,0,0,0
1,20,51-60,Android,en,'(not ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,491.04,6.08,1,0,0,0,0,0,0,0
1,10,31-40,Android,he,'LG ',4-5,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,0,1,0,0,0,0,0,0,0,0
1,18,51-60,iOS,he,'Apple ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,267.125,8,0,0,1,0,0,0,0,0
7,21,41-50,Android,he,'LG ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,479,16,1,0,0,0,0,0,0,0
1,16,01-10,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,775.25,16.5,0,0,0,0,0,0,0,0
4,19,51-60,Android,he,'Samsung ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,64.75,6.5,0,0,0,0,0,0,0,0
6,13,31-40,iOS,he,'Apple ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,332.5,5.5,0,1,0,0,0,0,0,0
5,20,11-20,Android,he,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,273,13,1,0,0,0,0,0,0,0
2,18,31-40,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,6,1,0,0,0,0,0,0,0,0
1,10,31-40,Android,he,'Samsung ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,161.142857,8.857143,1,0,0,0,0,0,0,0
6,10,31-40,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,335,39,0,1,0,1,0,0,0,0
2,13,41-50,Android,ru,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1051.805556,39.138889,1,0,0,0,0,0,0,0
2,3,51-60,Android,he,'Samsung ',21-50,google,cpc,'Paid Search','Yad2 - Brand+Product',MOBILE_WEB,244.642857,11.214286,1,0,0,0,0,0,0,0
3,20,41-50,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,306,12.6,1,0,0,0,0,0,0,0
6,14,21-30,Android,he,'Samsung ',4-5,google,organic,'Organic Search',(none),MOBILE_WEB,71.666667,6.666667,0,1,0,0,0,0,0,0
7,16,01-10,iOS,ru,'Apple ',11-20,(direct),(none),Direct,(none),MOBILE_APP_IOS,2582.5,54.5,0,0,0,0,0,0,0,0
5,13,41-50,Android,he,'Xiaomi ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,548.333333,10.666667,0,1,0,0,0,0,0,0
2,10,21-30,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,32.6,3.8,0,0,0,0,0,0,0,0
4,20,31-40,Android,he,'Samsung ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
1,21,21-30,Android,en,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1289.5,49,0,1,0,1,0,0,0,0
1,21,21-30,Android,he,'LG ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,423,12,0,1,0,1,0,0,0,0
1,17,01-10,Android,en,'Samsung ',2,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,131,11,1,0,0,0,0,0,0,0
4,17,51-60,Android,he,'Xiaomi ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,270,9,1,0,0,0,0,0,0,0
3,7,41-50,Android,ru,'Samsung ',1,google,organic,'Organic Search',(none),MOBILE_WEB,91,4,0,0,0,0,0,0,0,0
4,11,21-30,Android,he,'LG ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,305,27,0,1,0,1,0,0,0,0
2,15,01-10,Android,ru,'Samsung ',11-20,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,343,2.75,0,0,0,0,0,0,0,0
4,22,01-10,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,2129.714286,49.642857,1,0,0,0,0,0,0,0
4,10,41-50,iOS,he,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,24.666667,5,0,0,0,0,0,0,0,0
5,17,31-40,Android,he,'Samsung ',2,(direct),(none),Direct,(none),MOBILE_WEB,80.5,4.5,0,0,0,0,0,0,0,0
3,9,01-10,iOS,he,'Apple ',11-20,(direct),(none),Direct,(none),MOBILE_APP_IOS,1090.75,10.875,0,1,0,1,0,0,0,0
2,21,21-30,Android,en,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,91.428571,2.428571,0,0,0,0,0,0,0,0
7,16,51-60,Android,he,'LG ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,512.5,20,1,0,0,0,0,0,0,0
7,11,21-30,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,8.25,5.25,0,0,0,0,0,0,0,0
3,11,51-60,Android,he,'LG ',4-5,(direct),(none),Direct,(none),MOBILE_WEB,309,12,0,0,0,0,0,0,0,0
7,9,11-20,iOS,en,'Apple ',4-5,google,organic,'Organic Search',(none),MOBILE_WEB,49,3,0,1,0,0,0,0,0,0
4,20,41-50,Android,ar,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,54,6,1,0,0,0,0,0,0,0
1,11,41-50,iOS,ru,'Apple ',1,(direct),(none),Direct,(none),MOBILE_WEB,96,5,0,0,0,0,0,0,0,0
4,14,01-10,Android,he,'Asus ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,101.75,5.5,0,1,0,0,1,0,0,0
5,4,31-40,Android,he,'Samsung ',2,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
6,11,01-10,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,684,12.5,0,1,0,1,0,0,0,0
3,6,21-30,Android,he,'Samsung ',3,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,153,6.333333,0,0,0,0,0,0,0,0
4,17,41-50,Android,he,'LG ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,40.333333,5,0,0,0,0,0,0,0,0
4,11,31-40,Android,he,'Samsung ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,570,15,1,0,0,0,0,0,0,0
2,16,21-30,Android,he,'(not ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,474.666667,6.666667,0,0,0,0,0,0,0,0
4,18,21-30,Android,he,'LG ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1109,14,0,0,0,0,0,0,0,0
4,12,41-50,Android,he,'OnePlus ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,498,24,0,1,0,0,0,1,0,0
4,17,21-30,Android,he,'LG ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,429.8,1.4,1,0,0,0,0,0,0,0
7,23,11-20,Android,en,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,392.5,50.5,1,0,0,0,0,0,0,0
5,18,11-20,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,320.181818,14.818182,1,0,0,0,0,0,0,0
4,16,51-60,Android,he,'LG ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,411,26,0,1,0,0,0,0,0,0
2,22,01-10,iOS,he,'Apple ',4-5,google,organic,'Organic Search',(none),MOBILE_WEB,637.444444,52.888889,0,1,0,0,0,0,0,0
6,10,41-50,Android,en,'Google ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,93.25,9.166667,0,0,0,0,0,0,0,0
2,12,01-10,Android,he,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,131.4,9.8,0,0,0,0,0,0,0,0
1,15,01-10,Android,he,'LG ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,1028.333333,22.333333,0,1,0,1,0,0,0,0
7,20,41-50,Android,he,'Samsung ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,156.5,3.5,0,1,0,0,0,0,0,0
5,22,01-10,iOS,he,'Apple ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,66,4,0,0,0,0,0,0,0,0
6,7,31-40,Android,he,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,100.333333,3,0,0,0,0,0,0,0,0
5,8,01-10,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,272.5,10.5,0,0,0,0,0,0,0,0
1,0,51-60,Android,ru,'Samsung ',1,(direct),(none),Direct,(none),MOBILE_WEB,56,3,0,0,0,0,0,0,0,0
6,8,01-10,iOS,en,'Apple ',1,(direct),(none),Direct,(none),MOBILE_WEB,64,5,0,0,0,0,0,0,0,0
7,7,11-20,iOS,he,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,426,5.5,0,1,0,0,0,0,0,0
2,2,51-60,iOS,ar,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,4,1.5,0,0,0,0,0,0,0,0
3,9,41-50,Android,he,'Samsung ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
1,16,31-40,iOS,he,'Apple ',1,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
1,3,31-40,Android,he,'(not ',4-5,google,organic,'Organic Search',(none),MOBILE_WEB,1036,34.333333,1,0,0,0,0,0,0,0
1,18,41-50,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,165.714286,8.428571,0,0,0,0,0,0,0,0
7,0,01-10,Android,es,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1178,74,1,0,0,0,0,0,0,0
3,6,51-60,Android,he,'Samsung ',1,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
3,14,01-10,iOS,he,'Apple ',1,(direct),(none),Direct,(none),MOBILE_WEB,918,45,0,0,0,0,0,0,0,0
5,10,11-20,Android,he,'Samsung ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,349,4.4,0,0,0,0,0,0,0,0
4,21,01-10,Android,he,'LG ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,43,1.166667,0,0,0,0,0,0,0,0
7,21,31-40,Android,he,'HTC ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,701.5,31.25,0,1,0,0,1,0,0,0
4,10,51-60,iOS,he,'Apple ',21-50,google,cpc,'Paid Search','Yad2 - Brand E',MOBILE_WEB,342,13,0,0,0,0,0,0,0,0
6,14,51-60,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,1312,50.625,1,0,0,0,0,0,0,0
6,22,01-10,Android,he,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,442,20.333333,1,0,0,0,0,0,0,0
1,17,21-30,Android,he,'(not ',3,google,organic,'Organic Search',(none),MOBILE_WEB,337,8,0,1,0,0,0,0,0,0
3,17,01-10,iOS,he,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
1,22,01-10,iOS,ru,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,179.433333,4.333333,0,1,0,1,0,0,0,0
5,13,21-30,Android,he,'Asus ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
5,19,21-30,Android,en,'OnePlus ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,3,1,0,0,0,0,0,0,0,0
1,21,11-20,Android,he,'Samsung ',3,google,organic,'Organic Search',(none),MOBILE_WEB,59,4,0,1,0,0,0,0,0,0
1,15,31-40,iOS,he,'Apple ',4-5,(direct),(none),Direct,(none),MOBILE_WEB,214.75,4.75,0,0,0,0,0,0,0,0
4,7,01-10,Android,he,'Samsung ',2,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
1,16,11-20,iOS,he,'Apple ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
4,4,41-50,iOS,ru,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,2,2,0,0,0,0,0,0,0,0
4,12,41-50,Android,he,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,249.666667,3.333333,1,0,0,0,0,0,0,0
5,1,21-30,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,7.5,4,0,0,0,0,0,0,0,0
1,5,51-60,Android,he,'Samsung ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,26,1.333333,0,0,0,0,0,0,0,0
7,8,11-20,iOS,he,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_APP_IOS,1013,17.5,0,1,0,0,0,0,0,0
5,11,31-40,Android,he,'Huawei ',4-5,(direct),(none),Direct,(none),MOBILE_WEB,92.5,6,0,0,0,0,0,0,0,0
1,7,51-60,Android,he,'Xiaomi ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,378,11.5,1,0,0,0,0,0,0,0
3,19,11-20,iOS,he,'Apple ',4-5,(direct),(none),Direct,(none),MOBILE_WEB,28.6,1.6,0,0,0,0,0,0,0,0
1,18,11-20,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,802.4,6.8,1,0,0,0,0,0,0,0
6,11,31-40,Android,he,'(not ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
1,16,11-20,iOS,he,'Apple ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,293,23.5,1,0,0,0,0,0,0,0
7,19,11-20,Android,he,'Xiaomi ',2,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,39,1,0,0,0,0,0,0,0,0
6,21,51-60,Android,he,'Huawei ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,869.363636,27.636364,1,0,0,0,0,0,0,0
3,18,41-50,Android,he,'Samsung ',21-50,google,cpc,'Paid Search','Yad2 - Brand E',MOBILE_WEB,138.214286,5.785714,0,0,0,0,0,0,0,0
4,16,01-10,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,700,13.5,1,0,0,0,0,0,0,0
6,17,21-30,Android,he,'Samsung ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,861.5,7,1,0,0,0,0,0,0,0
7,13,01-10,Android,he,'Samsung ',21-50,google,cpc,Display,'Yad2 - מדד הנדל\"ן - דיספליי - Affinity',MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
5,11,41-50,Android,he,'LG ',51+,(direct),(none),Direct,(none),MOBILE_WEB,53.5,3,0,0,0,0,0,0,0,0
2,7,11-20,Android,he,'LG ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,720.8,9,0,0,0,0,0,0,0,0
1,5,21-30,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,607.428571,6.285714,0,0,0,0,0,0,0,0
1,19,51-60,Android,he,'Samsung ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,159,5,0,1,0,0,0,0,0,0
2,9,31-40,Android,he,'Samsung ',21-50,google,cpc,Display,'Yad2 - מדד הנדל\"ן - דיספליי - Affinity',MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
2,13,11-20,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,12.857143,2.142857,0,0,0,0,0,0,0,0
4,13,41-50,Android,he,'Samsung ',6-10,Whatsapp,'(not set)',(Other),m-ToAd,MOBILE_WEB,228,4,0,1,0,0,1,0,0,0
1,18,51-60,Android,ru,'(not ',4-5,google,organic,'Organic Search',(none),MOBILE_WEB,482,11,0,0,0,0,0,0,0,0
7,18,11-20,iOS,he,'Apple ',1,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,1,0,0,0,0,0,0,0
1,13,31-40,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,180,4,1,0,0,0,0,0,0,0
1,15,41-50,iOS,es,'Apple ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,118.75,5,1,0,0,0,0,0,0,0
4,19,51-60,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,102,4,1,0,0,0,0,0,0,0
6,20,51-60,Android,en,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,594.8,7.6,1,0,0,0,0,0,0,0
1,9,11-20,iOS,he,'Apple ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
1,12,41-50,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,112.2,7.8,0,1,0,1,0,0,0,0
5,10,31-40,Android,he,'Samsung ',51+,clipboard,'(not set)',(Other),m-ToAd,MOBILE_WEB,319.333333,7.666667,0,0,0,0,0,0,0,0
7,9,51-60,Android,he,'Samsung ',2,google,organic,'Organic Search',(none),MOBILE_WEB,298.5,16,1,0,0,0,0,0,0,0
2,21,11-20,Android,he,'Samsung ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,247,13,0,0,0,0,0,0,0,0
2,14,21-30,Android,en,'Sony ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,750,30.333333,1,0,0,0,0,0,0,0
5,16,01-10,iOS,en,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_APP_IOS,0,1,0,0,0,0,0,0,0,0
1,14,41-50,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,536.571429,17.142857,1,0,0,0,0,0,0,0
5,16,11-20,Android,he,'Samsung ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,1,0,0,0,0,0,0,0
